source_province,fire_station,safety_center,regional_unit,ambulance_count,base_name,address,latitude,longitude,coordinate_source,matched_address,kakao_place_id,municipality_assignment,geocoding_status,routing_status
경기,수원소방서,영통119안전센터,,1,영통119안전센터,경기도 수원시 영통구 매영로 325,37.2532212968554,127.068832850913,kakao_local_address_search,경기 수원시 영통구 매영로 325,,address_exact,verified_municipality_match,pending_kakao_api
경기,수원소방서,원천119안전센터,,2,원천119안전센터,경기도 수원시 영통구 중부대로 349,37.2731671592456,127.054202938869,kakao_local_address_search,경기 수원시 영통구 중부대로 349,,address_exact,verified_municipality_match,pending_kakao_api
경기,수원소방서,이의119안전센터,,1,이의119안전센터,경기도 수원시 영통구 도청로 10,37.2866696524735,127.055448351197,kakao_local_address_search,경기 수원시 영통구 도청로 10,,address_exact,verified_municipality_match,pending_kakao_api
경기,수원소방서,정자119안전센터,,3,정자119안전센터,경기도 수원시 정자천로189번길 12,37.2971991256724,126.995993076602,kakao_local_address_search,경기 수원시 장안구 정자천로189번길 12,,address_exact,verified_municipality_match,pending_kakao_api
경기,수원소방서,파장119안전센터,,1,파장119안전센터,경기도 수원시 장안구 서부로 2308,37.3123814394444,126.979179031647,kakao_local_address_search,경기 수원시 장안구 서부로 2308,,address_exact,verified_municipality_match,pending_kakao_api
경기,수원남부소방서,고색119안전센터,,1,고색119안전센터,경기도 수원시 권선구 서부로 1614,37.2532080967527,126.97532182721,kakao_local_address_search,경기 수원시 권선구 서부로 1614,,address_exact,verified_municipality_match,pending_kakao_api
경기,수원남부소방서,권선119안전센터,,4,권선119안전센터,,37.2547415386329,127.03638214443545,kakao_local_keyword_search,경기 수원시 권선구 동수원로 286,8711466,fire_station_address_inferred,verified_municipality_match,pending_kakao_api
경기,수원남부소방서,매산119안전센터,,2,매산119안전센터,경기도 수원시 팔달구 매산로 89,37.2704984896655,127.010674176609,kakao_local_address_search,경기 수원시 팔달구 매산로 89,,address_exact,verified_municipality_match,pending_kakao_api
경기,수원남부소방서,서둔119안전센터,,1,서둔119안전센터,경기도 수원시 권선구 서호동로 48,37.2689463806693,126.993361006998,kakao_local_address_search,경기 수원시 권선구 서호동로 48,,address_exact,verified_municipality_match,pending_kakao_api
경기,수원남부소방서,지만119안전센터,,2,지만119안전센터,경기도 수원시 팔달구 경수대로 660,37.2843119556419,127.028680131585,kakao_local_address_search,경기 수원시 팔달구 경수대로 660,,address_exact,verified_municipality_match,pending_kakao_api
경기,수원남부소방서,호매실119안전센터,,1,호매실119안전센터,경기도 수원시 권선구 금곡로 194,37.2732702851268,126.951956384183,kakao_local_address_search,경기 수원시 권선구 금곡로 194,,address_exact,verified_municipality_match,pending_kakao_api
