candidate_id,candidate_name,municipality_code,road_address,latitude,longitude,candidate_source,land_feasibility_status,coordinate_source,matched_address,kakao_place_id,geocoding_status,routing_status,cell_population_estimate,administrative_code,nearest_facility_km,grid_row,grid_col,probe_error,probed_at
GRID-1KM-41110-001-005,경기도 수원시 권선구 장지동 격자 1-5,41110,경기도 수원시 권선구 장지동,37.2399982823,127.0031190034,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 권선구 세류2동,,verified_municipality_match,unroutable_no_nearby_road,5422.8,4111353000,3.272,1,5,Kakao Mobility route failed: 시작 지점 주변의 도로를 탐색할 수 없음,2026-09-10T14:00:17.281651+00:00
GRID-1KM-41110-010-008,경기도 수원시 장안구 하광교동 격자 10-8,41110,경기도 수원시 장안구 하광교동,37.3208462880,127.0369860041,population-filtered 1 km grid; Kakao coord2regioncode administrative membership,requires_planning_review_vacant_site_unverified,grid_cell_center,경기도 수원시 장안구 연무동,,verified_municipality_match,unroutable_no_nearby_road,2816.5,4111160000,3.000,10,8,Kakao Mobility route failed: 시작 지점 주변의 도로를 탐색할 수 없음,2026-09-10T14:00:37.118768+00:00
