municipality_code,origin_id,destination_id,duration_minutes,duration_seconds,distance_meters,routing_provider,routing_profile,collected_at
41210,41210::ambulance_base::001,41210::hospital::001,14.433333333333334,866,2748,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:35.909825+00:00
41210,41210::ambulance_base::001,41210::hospital::002,32.88333333333333,1973,8888,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:36.360765+00:00
41210,41210::ambulance_base::002,41210::hospital::001,15.466666666666667,928,4043,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:36.671739+00:00
41210,41210::ambulance_base::002,41210::hospital::002,25.483333333333334,1529,10783,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:37.081272+00:00
41210,41210::ambulance_base::003,41210::hospital::001,11.783333333333333,707,4562,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:37.400107+00:00
41210,41210::ambulance_base::003,41210::hospital::002,9.1,546,4036,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:37.714308+00:00
41210,41210::ambulance_base::004,41210::hospital::001,5.766666666666667,346,2413,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:38.001052+00:00
41210,41210::ambulance_base::004,41210::hospital::002,14.383333333333333,863,5138,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:38.328411+00:00
41210,41210::hospital::001,41210::ambulance_base::001,11.783333333333333,707,2735,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:38.650038+00:00
41210,41210::hospital::001,41210::ambulance_base::002,16.633333333333333,998,3789,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:39.002507+00:00
41210,41210::hospital::001,41210::ambulance_base::003,12.216666666666667,733,3739,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:39.320662+00:00
41210,41210::hospital::001,41210::ambulance_base::004,7.133333333333334,428,1609,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:39.622988+00:00
41210,41210::hospital::001,41210::hospital::002,21.1,1266,6530,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:40.039300+00:00
41210,41210::hospital::002,41210::ambulance_base::001,28.95,1737,9324,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:40.541233+00:00
41210,41210::hospital::002,41210::ambulance_base::002,22.1,1326,9777,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:40.952945+00:00
41210,41210::hospital::002,41210::ambulance_base::003,10.883333333333333,653,4278,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:41.267077+00:00
41210,41210::hospital::002,41210::ambulance_base::004,16.533333333333335,992,5453,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:41.592208+00:00
41210,41210::hospital::002,41210::hospital::001,20.016666666666666,1201,7746,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:41.933833+00:00
