municipality_code,origin_id,destination_id,duration_minutes,duration_seconds,distance_meters,routing_provider,routing_profile,collected_at
41270,41270::ambulance_base::001,41270::candidate::public_health_41270_001,12.15,729,4056,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:22.328790+00:00
41270,41270::ambulance_base::001,41270::candidate::public_health_41270_002,6.183333333333334,371,1927,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:22.626583+00:00
41270,41270::ambulance_base::001,41270::candidate::public_health_41270_003,18.4,1104,9441,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:23.015504+00:00
41270,41270::ambulance_base::001,41270::candidate::public_health_41270_004,57.05,3423,33769,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:23.754189+00:00
41270,41270::ambulance_base::001,41270::candidate::public_health_41270_005,11.8,708,5286,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:24.085493+00:00
41270,41270::ambulance_base::001,41270::candidate::public_health_41270_006,65.86666666666666,3952,36835,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:25.055191+00:00
41270,41270::ambulance_base::001,41270::candidate::public_health_41270_007,72.88333333333334,4373,56229,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:26.121284+00:00
41270,41270::ambulance_base::001,41270::candidate::public_health_41270_008,14.866666666666667,892,7740,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:26.465064+00:00
41270,41270::ambulance_base::001,41270::candidate::public_health_41270_009,22.866666666666667,1372,9093,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:26.829288+00:00
41270,41270::ambulance_base::001,41270::hospital::001,5.683333333333334,341,1297,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:27.134482+00:00
41270,41270::ambulance_base::001,41270::hospital::002,18.2,1092,6072,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:27.494577+00:00
41270,41270::ambulance_base::001,41270::hospital::003,11.65,699,3935,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:27.796170+00:00
41270,41270::ambulance_base::001,41270::hospital::004,9.366666666666667,562,2463,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:28.097135+00:00
41270,41270::ambulance_base::001,41270::hospital::005,12.016666666666667,721,4763,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:28.433107+00:00
41270,41270::ambulance_base::002,41270::candidate::public_health_41270_001,56.45,3387,38143,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:28.866015+00:00
41270,41270::ambulance_base::002,41270::candidate::public_health_41270_002,54.333333333333336,3260,34419,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:29.243754+00:00
41270,41270::ambulance_base::002,41270::candidate::public_health_41270_003,68.1,4086,41738,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:29.735952+00:00
41270,41270::ambulance_base::002,41270::candidate::public_health_41270_004,8.783333333333333,527,3635,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:30.039729+00:00
41270,41270::ambulance_base::002,41270::candidate::public_health_41270_005,50.516666666666666,3031,32424,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:30.402201+00:00
41270,41270::ambulance_base::002,41270::candidate::public_health_41270_006,14.25,855,6421,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:30.707404+00:00
41270,41270::ambulance_base::002,41270::candidate::public_health_41270_007,47.5,2850,38108,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:31.574390+00:00
41270,41270::ambulance_base::002,41270::candidate::public_health_41270_008,47.61666666666667,2857,29688,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:31.902534+00:00
41270,41270::ambulance_base::002,41270::candidate::public_health_41270_009,59.833333333333336,3590,44189,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:32.372370+00:00
41270,41270::ambulance_base::002,41270::hospital::001,58.81666666666667,3529,35829,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:32.804153+00:00
41270,41270::ambulance_base::002,41270::hospital::002,63.55,3813,46539,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:33.349425+00:00
41270,41270::ambulance_base::002,41270::hospital::003,54.03333333333333,3242,33706,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:33.750132+00:00
41270,41270::ambulance_base::002,41270::hospital::004,61.416666666666664,3685,38062,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:34.223502+00:00
41270,41270::ambulance_base::002,41270::hospital::005,50.88333333333333,3053,35155,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:34.599668+00:00
41270,41270::ambulance_base::003,41270::candidate::public_health_41270_001,13.666666666666666,820,6358,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:34.949669+00:00
41270,41270::ambulance_base::003,41270::candidate::public_health_41270_002,16.2,972,9848,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:35.323022+00:00
41270,41270::ambulance_base::003,41270::candidate::public_health_41270_003,15.183333333333334,911,11088,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:35.690670+00:00
41270,41270::ambulance_base::003,41270::candidate::public_health_41270_004,68.31666666666666,4099,40854,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:36.562710+00:00
41270,41270::ambulance_base::003,41270::candidate::public_health_41270_005,19.983333333333334,1199,12371,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:36.937954+00:00
41270,41270::ambulance_base::003,41270::candidate::public_health_41270_006,74.25,4455,43920,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:38.188895+00:00
41270,41270::ambulance_base::003,41270::candidate::public_health_41270_007,80.93333333333334,4856,63314,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:39.252646+00:00
41270,41270::ambulance_base::003,41270::candidate::public_health_41270_008,23.4,1404,14825,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:39.653977+00:00
41270,41270::ambulance_base::003,41270::candidate::public_health_41270_009,5.85,351,1613,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:39.955442+00:00
41270,41270::ambulance_base::003,41270::hospital::001,16.15,969,8651,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:40.333469+00:00
41270,41270::ambulance_base::003,41270::hospital::002,9.466666666666667,568,5299,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:40.636078+00:00
41270,41270::ambulance_base::003,41270::hospital::003,23.016666666666666,1381,11272,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:41.031137+00:00
41270,41270::ambulance_base::003,41270::hospital::004,12.716666666666667,763,7558,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:41.371621+00:00
41270,41270::ambulance_base::003,41270::hospital::005,18.466666666666665,1108,9438,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:41.741733+00:00
41270,41270::ambulance_base::004,41270::candidate::public_health_41270_001,0.8833333333333333,53,213,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:42.057690+00:00
41270,41270::ambulance_base::004,41270::candidate::public_health_41270_002,12.55,753,4999,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:42.394407+00:00
41270,41270::ambulance_base::004,41270::candidate::public_health_41270_003,15.85,951,8957,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:42.730793+00:00
41270,41270::ambulance_base::004,41270::candidate::public_health_41270_004,58.2,3492,33808,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:43.524026+00:00
41270,41270::ambulance_base::004,41270::candidate::public_health_41270_005,16.2,972,7522,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:43.899578+00:00
41270,41270::ambulance_base::004,41270::candidate::public_health_41270_006,67.11666666666666,4027,36874,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:44.915994+00:00
41270,41270::ambulance_base::004,41270::candidate::public_health_41270_007,74.3,4458,56268,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:46.163435+00:00
41270,41270::ambulance_base::004,41270::candidate::public_health_41270_008,19.566666666666666,1174,9976,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:46.535770+00:00
41270,41270::ambulance_base::004,41270::candidate::public_health_41270_009,16.95,1017,6934,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:46.869243+00:00
41270,41270::ambulance_base::004,41270::hospital::001,11.433333333333334,686,3784,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:47.187347+00:00
41270,41270::ambulance_base::004,41270::hospital::002,13.75,825,4790,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:47.520483+00:00
41270,41270::ambulance_base::004,41270::hospital::003,17.466666666666665,1048,6901,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:47.861939+00:00
41270,41270::ambulance_base::004,41270::hospital::004,8.5,510,2979,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:48.166718+00:00
41270,41270::ambulance_base::004,41270::hospital::005,8.016666666666667,481,3894,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:48.471534+00:00
41270,41270::ambulance_base::005,41270::candidate::public_health_41270_001,18.333333333333332,1100,7240,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:48.806279+00:00
41270,41270::ambulance_base::005,41270::candidate::public_health_41270_002,7.45,447,2421,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:49.120146+00:00
41270,41270::ambulance_base::005,41270::candidate::public_health_41270_003,20.9,1254,9875,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:49.466503+00:00
41270,41270::ambulance_base::005,41270::candidate::public_health_41270_004,52.3,3138,30504,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:50.213191+00:00
41270,41270::ambulance_base::005,41270::candidate::public_health_41270_005,6.266666666666667,376,1718,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:50.517490+00:00
41270,41270::ambulance_base::005,41270::candidate::public_health_41270_006,58.28333333333333,3497,33570,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:51.584606+00:00
41270,41270::ambulance_base::005,41270::candidate::public_health_41270_007,68.98333333333333,4139,52964,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:52.681966+00:00
41270,41270::ambulance_base::005,41270::candidate::public_health_41270_008,10.866666666666667,652,4475,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:52.996700+00:00
41270,41270::ambulance_base::005,41270::candidate::public_health_41270_009,27.216666666666665,1633,12095,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:53.376260+00:00
41270,41270::ambulance_base::005,41270::hospital::001,11.8,708,3831,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:53.696961+00:00
41270,41270::ambulance_base::005,41270::hospital::002,22.2,1332,8224,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:54.076340+00:00
41270,41270::ambulance_base::005,41270::hospital::003,1.7666666666666666,106,406,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:54.378157+00:00
41270,41270::ambulance_base::005,41270::hospital::004,12.133333333333333,728,4243,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:54.686721+00:00
41270,41270::ambulance_base::005,41270::hospital::005,14.75,885,5001,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:55.008600+00:00
41270,41270::ambulance_base::006,41270::candidate::public_health_41270_001,21.716666666666665,1303,9238,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:55.361840+00:00
41270,41270::ambulance_base::006,41270::candidate::public_health_41270_002,16.283333333333335,977,6314,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:55.687134+00:00
41270,41270::ambulance_base::006,41270::candidate::public_health_41270_003,30.266666666666666,1816,15968,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:56.081699+00:00
41270,41270::ambulance_base::006,41270::candidate::public_health_41270_004,45.233333333333334,2714,26097,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:56.702519+00:00
41270,41270::ambulance_base::006,41270::candidate::public_health_41270_005,10.4,624,4323,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:57.010298+00:00
41270,41270::ambulance_base::006,41270::candidate::public_health_41270_006,50.71666666666667,3043,29163,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:57.976238+00:00
41270,41270::ambulance_base::006,41270::candidate::public_health_41270_007,62.5,3750,48557,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:58.898145+00:00
41270,41270::ambulance_base::006,41270::candidate::public_health_41270_008,12.316666666666666,739,3934,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:59.217939+00:00
41270,41270::ambulance_base::006,41270::candidate::public_health_41270_009,34.483333333333334,2069,15620,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:59.640004+00:00
41270,41270::ambulance_base::006,41270::hospital::001,20.716666666666665,1243,7724,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:48:59.963382+00:00
41270,41270::ambulance_base::006,41270::hospital::002,30.566666666666666,1834,12468,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:00.402529+00:00
41270,41270::ambulance_base::006,41270::hospital::003,13.733333333333333,824,5605,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:00.701238+00:00
41270,41270::ambulance_base::006,41270::hospital::004,22.583333333333332,1355,9946,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:01.074311+00:00
41270,41270::ambulance_base::006,41270::hospital::005,16.3,978,6212,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:01.398860+00:00
41270,41270::ambulance_base::007,41270::candidate::public_health_41270_001,18.783333333333335,1127,9116,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:01.728738+00:00
41270,41270::ambulance_base::007,41270::candidate::public_health_41270_002,10.6,636,4836,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:02.050761+00:00
41270,41270::ambulance_base::007,41270::candidate::public_health_41270_003,25.1,1506,14501,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:02.410568+00:00
41270,41270::ambulance_base::007,41270::candidate::public_health_41270_004,47.56666666666667,2854,28991,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:03.101958+00:00
41270,41270::ambulance_base::007,41270::candidate::public_health_41270_005,5.383333333333334,323,1367,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:03.402814+00:00
41270,41270::ambulance_base::007,41270::candidate::public_health_41270_006,53.3,3198,32057,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:04.351752+00:00
41270,41270::ambulance_base::007,41270::candidate::public_health_41270_007,64.7,3882,51451,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:05.720563+00:00
41270,41270::ambulance_base::007,41270::candidate::public_health_41270_008,5.983333333333333,359,2962,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:06.031056+00:00
41270,41270::ambulance_base::007,41270::candidate::public_health_41270_009,29.333333333333332,1760,14153,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:06.434343+00:00
41270,41270::ambulance_base::007,41270::hospital::001,14.016666666666667,841,6618,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:06.774445+00:00
41270,41270::ambulance_base::007,41270::hospital::002,24.366666666666667,1462,11001,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:07.203883+00:00
41270,41270::ambulance_base::007,41270::hospital::003,8.866666666666667,532,2649,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:07.511386+00:00
41270,41270::ambulance_base::007,41270::hospital::004,17.283333333333335,1037,8479,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:07.859855+00:00
41270,41270::ambulance_base::007,41270::hospital::005,16.433333333333334,986,6641,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:08.208829+00:00
41270,41270::ambulance_base::008,41270::candidate::public_health_41270_001,16.083333333333332,965,6991,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:08.594355+00:00
41270,41270::ambulance_base::008,41270::candidate::public_health_41270_002,10.833333333333334,650,3876,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:08.897827+00:00
41270,41270::ambulance_base::008,41270::candidate::public_health_41270_003,25.4,1524,13420,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:09.289414+00:00
41270,41270::ambulance_base::008,41270::candidate::public_health_41270_004,51.4,3084,29190,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:10.065276+00:00
41270,41270::ambulance_base::008,41270::candidate::public_health_41270_005,7.133333333333334,428,3275,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:10.373460+00:00
41270,41270::ambulance_base::008,41270::candidate::public_health_41270_006,57.416666666666664,3445,32256,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:11.411791+00:00
41270,41270::ambulance_base::008,41270::candidate::public_health_41270_007,68.2,4092,51650,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:12.618911+00:00
41270,41270::ambulance_base::008,41270::candidate::public_health_41270_008,10.816666666666666,649,5014,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:12.935654+00:00
41270,41270::ambulance_base::008,41270::candidate::public_health_41270_009,29.7,1782,13072,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:13.365195+00:00
41270,41270::ambulance_base::008,41270::hospital::001,15.166666666666666,910,5286,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:13.688044+00:00
41270,41270::ambulance_base::008,41270::hospital::002,24.616666666666667,1477,9920,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:14.069647+00:00
41270,41270::ambulance_base::008,41270::hospital::003,10.55,633,4557,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:14.373398+00:00
41270,41270::ambulance_base::008,41270::hospital::004,17.55,1053,7398,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:14.745593+00:00
41270,41270::ambulance_base::008,41270::hospital::005,10.816666666666666,649,3965,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:15.057609+00:00
41270,41270::ambulance_base::009,41270::candidate::public_health_41270_001,12.533333333333333,752,5439,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:15.374210+00:00
41270,41270::ambulance_base::009,41270::candidate::public_health_41270_002,12.966666666666667,778,6796,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:15.692963+00:00
41270,41270::ambulance_base::009,41270::candidate::public_health_41270_003,8.9,534,4748,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:16.023003+00:00
41270,41270::ambulance_base::009,41270::candidate::public_health_41270_004,64.88333333333334,3893,37802,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:16.866166+00:00
41270,41270::ambulance_base::009,41270::candidate::public_health_41270_005,16.683333333333334,1001,9319,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:17.238656+00:00
41270,41270::ambulance_base::009,41270::candidate::public_health_41270_006,70.71666666666667,4243,40868,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:18.396031+00:00
41270,41270::ambulance_base::009,41270::candidate::public_health_41270_007,77.65,4659,60262,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:19.414223+00:00
41270,41270::ambulance_base::009,41270::candidate::public_health_41270_008,19.983333333333334,1199,11773,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:19.763413+00:00
41270,41270::ambulance_base::009,41270::candidate::public_health_41270_009,16.716666666666665,1003,8432,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:20.095337+00:00
41270,41270::ambulance_base::009,41270::hospital::001,12.866666666666667,772,5599,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:20.420162+00:00
41270,41270::ambulance_base::009,41270::hospital::002,12.066666666666666,724,5411,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:20.733900+00:00
41270,41270::ambulance_base::009,41270::hospital::003,16.933333333333334,1016,5248,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:21.074630+00:00
41270,41270::ambulance_base::009,41270::hospital::004,6.716666666666667,403,1534,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:21.376591+00:00
41270,41270::ambulance_base::009,41270::hospital::005,17.15,1029,8492,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:21.698608+00:00
41270,41270::ambulance_base::010,41270::candidate::public_health_41270_001,7.15,429,2514,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:21.985495+00:00
41270,41270::ambulance_base::010,41270::candidate::public_health_41270_002,13.35,801,5792,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:22.307917+00:00
41270,41270::ambulance_base::010,41270::candidate::public_health_41270_003,15.133333333333333,908,9031,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:22.649135+00:00
41270,41270::ambulance_base::010,41270::candidate::public_health_41270_004,66.26666666666667,3976,35893,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:23.894614+00:00
41270,41270::ambulance_base::010,41270::candidate::public_health_41270_005,17.1,1026,8315,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:24.222562+00:00
41270,41270::ambulance_base::010,41270::candidate::public_health_41270_006,72.18333333333334,4331,38959,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:25.114713+00:00
41270,41270::ambulance_base::010,41270::candidate::public_health_41270_007,79.0,4740,58353,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:26.230965+00:00
41270,41270::ambulance_base::010,41270::candidate::public_health_41270_008,20.416666666666668,1225,10769,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:26.594103+00:00
41270,41270::ambulance_base::010,41270::candidate::public_health_41270_009,14.15,849,5383,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:26.955150+00:00
41270,41270::ambulance_base::010,41270::hospital::001,13.266666666666667,796,4595,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:27.287092+00:00
41270,41270::ambulance_base::010,41270::hospital::002,10.483333333333333,629,3388,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:27.609514+00:00
41270,41270::ambulance_base::010,41270::hospital::003,18.35,1101,7694,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:28.001318+00:00
41270,41270::ambulance_base::010,41270::hospital::004,9.816666666666666,589,3713,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:28.335755+00:00
41270,41270::ambulance_base::010,41270::hospital::005,12.933333333333334,776,5979,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:28.685081+00:00
41270,41270::ambulance_base::011,41270::candidate::public_health_41270_001,18.033333333333335,1082,9147,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:29.006601+00:00
41270,41270::ambulance_base::011,41270::candidate::public_health_41270_002,18.4,1104,10504,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:29.392558+00:00
41270,41270::ambulance_base::011,41270::candidate::public_health_41270_003,0.8666666666666667,52,185,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:29.687533+00:00
41270,41270::ambulance_base::011,41270::candidate::public_health_41270_004,59.1,3546,41652,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:30.685566+00:00
41270,41270::ambulance_base::011,41270::candidate::public_health_41270_005,22.266666666666666,1336,13027,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:31.051173+00:00
41270,41270::ambulance_base::011,41270::candidate::public_health_41270_006,64.86666666666666,3892,44718,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:32.400207+00:00
41270,41270::ambulance_base::011,41270::candidate::public_health_41270_007,78.95,4737,62172,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:33.738158+00:00
41270,41270::ambulance_base::011,41270::candidate::public_health_41270_008,25.55,1533,15481,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:34.136681+00:00
41270,41270::ambulance_base::011,41270::candidate::public_health_41270_009,22.15,1329,12140,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:34.505255+00:00
41270,41270::ambulance_base::011,41270::hospital::001,18.333333333333332,1100,9307,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:34.858372+00:00
41270,41270::ambulance_base::011,41270::hospital::002,17.483333333333334,1049,9119,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:35.197807+00:00
41270,41270::ambulance_base::011,41270::hospital::003,22.533333333333335,1352,9866,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:35.560555+00:00
41270,41270::ambulance_base::011,41270::hospital::004,12.2,732,6152,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:35.874176+00:00
41270,41270::ambulance_base::011,41270::hospital::005,22.766666666666666,1366,12200,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:36.250206+00:00
41270,41270::candidate::public_health_41270_001,41270::ambulance_base::001,11.016666666666667,661,3686,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:49:36.575587+00:00
