candidate_id,candidate_name,municipality_code,road_address,latitude,longitude,candidate_source,land_feasibility_status,coordinate_source,matched_address,kakao_place_id,geocoding_status,routing_status
MOHW-20251231-41570-001,개곡리보건진료소,41570,경기도 김포시 월곶면 애기봉로 445 (개곡초등학교) 단독건물,37.7320307192317,126.593641447035,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 월곶면 애기봉로 445,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-002,고촌읍보건지소,41570,경기도 김포시 고촌읍 수기로 63 1층,37.5976074909589,126.766113293205,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 고촌읍 수기로 63,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-003,김포시보건소,41570,"경기도 김포시 사우중로 108 (사우동, 김포시 보건소) 단독건물",37.6237456885596,126.723079568799,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 사우중로 108,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-004,대곶면보건지소,41570,경기도 김포시 대곶면 율생중앙로 7-2 1층,37.649097959525,126.582524774435,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 대곶면 율생중앙로 7-2,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-005,대벽보건진료소,41570,경기도 김포시 대곶면 수남로22번길 7 (보건진료소) 단독건물,37.6294123411292,126.588927196488,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 대곶면 수남로22번길 7,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-006,마조보건진료소,41570,경기도 김포시 하성면 후평로 3 (마조리보건진료소) 단독건물,37.7432975634484,126.633437353423,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 하성면 후평로 3,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-007,석탄보건진료소,41570,경기도 김포시 하성면 석평로166번길 10 (석탄보건진료소) 단독건물,37.7251378695928,126.650765132196,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 하성면 석평로166번길 10,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-008,성동보건진료소,41570,경기도 김포시 월곶면 용강로 112-51 단독건물,37.7287852160079,126.56176261058,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 월곶면 용강로 112-51,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-009,송마보건진료소,41570,경기도 김포시 양촌읍 김포대로1644번길 55-1 단독건물,37.6671696643146,126.654238737047,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 양촌읍 김포대로1644번길 55-1,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-010,양촌읍보건지소,41570,"경기도 김포시 양촌읍 양곡1로 68, 상가 (휴먼시아1단지아파트) 1층",37.6567036944607,126.62378323743,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 양촌읍 양곡1로 68,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-011,월곶면보건지소,41570,경기도 김포시 월곶면 군하로 263 (월곶면행정복지센터) 청사 내 1층 건물,37.7151376836215,126.55284251058,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 월곶면 군하로 263,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-012,통진읍보건지소,41570,경기도 김포시 통진읍 김포대로 2250 24-12,37.68667292154503,126.60004887278919,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_keyword_search,경기 김포시 통진읍 마송1로 77,22540656,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-013,하성면보건지소,41570,경기도 김포시 하성면 애기봉로 845 (하성면행정복지센터) 1층,37.7201835689495,126.631333635323,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 하성면 애기봉로 845,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41570-014,학운보건진료소,41570,경기도 김포시 양촌읍 첫섬로 11 단독건물,37.6149353741533,126.600231127579,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 김포시 양촌읍 첫섬로 11,,verified_municipality_match,pending_kakao_api
