municipality_code,staged_hospital_name,staged_road_address,hira_hospital_name,hira_address,encrypted_care_symbol,institution_type,snapshot_period,capacity_semantics,match_method,match_score,match_review_required,일반입원실상급병상수,일반입원실일반병상수,성인중환자병상수,소아중환자병상수,신생아중환자병상수,분만실병상수,수술실병상수,응급실병상수,정신과폐쇄상급병상수,정신과폐쇄일반병상수,정신과개방상급병상수,정신과개방일반병상수,격리병실병상수,무균치료실병상수,critical_care_beds_total,inpatient_beds_total_from_reported_fields,registered_special_services,registered_emergency_institution,registered_adult_icu,registered_pediatric_icu,registered_neonatal_icu,registered_tavi,registered_ventricular_assist_device,ct_units,mri_units,pet_units
41190,순천향대부속부천병원,경기도 부천시 원미구 조마루로 170,순천향대학교부속부천병원,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,상급종합,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,0.95,False,43,637,84,0,24,6,20,34,0,0,0,0,25,9,108,822,HPV 국가예방접종사업 참여기관 | 가정용 인공호흡기 환자 재택의료 시범기관 | 간호간병통합서비스 제공기관 | 결핵환자 재택의료 시범기관 | 경피적 좌심방이 폐색술 실시기관 | 복막투석 환자 재택관리 시범기관 | 상급종합병원 심층진찰 시범기관 | 선천성 악안면 기형의 치과교정 및 악정형 치료 실시기관 | 성인 중환자실 | 수면다원검사 실시기관 | 신생아 중환자실 | 신속대응시스템 시범기관 | 응급의료기관 | 인공와우 실시기관 | 자문형 호스피스전문기관 | 제3차의료급여기관 | 조혈모세포이식 실시기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관 | 측두하악관절자극요법 실시기관,True,True,False,True,False,False,5,3,1
41210,광명성애병원,경기도 광명시 디지털로 36,광명성애병원,"경기도 광명시 디지털로 36, 광명성애병원 (철산동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEyMjIjODEjJDEjJDIjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,exact_normalized_name,1.0,False,32,248,14,0,4,3,5,20,0,0,0,0,0,0,18,298,1형 당뇨병 환자 재택의료 시범기관 | HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 보훈위탁진료요양기관 | 성인 중환자실 | 신생아 중환자실 | 응급의료기관,True,True,False,True,False,False,2,2,0
41210,중앙대광명병원,경기도 광명시 덕안로 110,중앙대학교광명병원,"경기도 광명시 덕안로 110, (일직동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDQjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,0.93125,False,27,576,43,0,26,2,17,24,0,0,0,20,2,0,69,694,1형 당뇨병 환자 재택의료 시범기관 | HPV 국가예방접종사업 참여기관 | 가정간호실시기관 | 간호간병통합서비스 제공기관 | 경피적 대동맥판삽입 실시기관 | 경피적 좌심방이 폐색술 실시기관 | 복막투석 환자 재택관리 시범기관 | 선천성 악안면 기형의 치과교정 및 악정형 치료 실시기관 | 성인 중환자실 | 수면다원검사 실시기관 | 신생아 중환자실 | 신속대응시스템 시범기관 | 암환자 재택의료 시범기관 | 암환자(요루) 재택의료 시범기관 | 응급의료기관 | 재활환자 재택의료 시범기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관 | 측두하악관절자극요법 실시기관,True,True,False,True,True,False,4,2,1
41220,굿모닝병원,경기도 평택시 중앙로 338,의료법인백송의료재단 굿모닝병원,"경기도 평택시 중앙로 338, (합정동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE4MzIjNjEjJDEjJDQjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,53,338,30,0,0,1,7,28,0,0,0,0,0,0,30,421,HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 성인 중환자실 | 수면다원검사 실시기관 | 응급의료기관 | 측두하악관절자극요법 실시기관,True,True,False,False,False,False,5,3,1
41220,박병원,경기도 평택시 송탄로 33,의료법인 갈렌의료재단 박병원,"경기도 평택시 송탄로 33, (장당동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,0,134,10,0,0,0,2,10,0,0,0,0,10,0,10,154,HPV 국가예방접종사업 참여기관 | 가정간호실시기관 | 간호간병통합서비스 제공기관 | 성인 중환자실 | 응급의료기관 | 장애인 건강 주치의 시범기관(전체),True,True,False,False,False,False,1,2,0
41220,박애병원,경기도 평택시 평택2로20번길 3,의료법인 박애의료재단 박애병원,"경기도 평택시 평택2로20번길 3, (평택동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEyMjIjNDEjJDEjJDQjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,12,181,10,0,0,0,5,11,0,0,0,0,0,0,10,203,HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 성인 중환자실 | 응급의료기관,True,True,False,False,False,False,1,1,0
41220,평택성모병원,경기도 평택시 평택로 284,의료법인 양진의료재단 평택성모병원,"경기도 평택시 평택로 284, (세교동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDAjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,27,301,37,0,0,0,7,20,0,0,0,0,0,0,37,365,HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 보훈위탁진료요양기관 | 성인 중환자실 | 수면다원검사 실시기관 | 응급의료기관,True,True,False,False,False,False,3,3,0
41270,고려대안산병원,경기도 안산시 단원구 적금로 123,고려대학교의과대학부속안산병원,"경기도 안산시 단원구 적금로 123, (고잔동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNTEjJDEjJDIjJDgz,상급종합,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,0.8,False,17,622,62,0,25,8,20,34,1,15,0,14,14,8,87,778,1형 당뇨병 환자 재택의료 시범기관 | HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 결핵환자 재택의료 시범기관 | 경피적 대동맥판삽입 실시기관 | 경피적 좌심방이 폐색술 실시기관 | 난임시술(인공) | 난임시술(체외) | 복막투석 환자 재택관리 시범기관 | 상급종합병원 심층진찰 시범기관 | 성인 중환자실 | 수면다원검사 실시기관 | 신생아 중환자실 | 신속대응시스템 시범기관 | 심실 보조장치 치료술 실시기관(체외형&이식형) | 심장질환자 재택의료 시범기관 | 암환자 재택의료 시범기관 | 암환자(요루) 재택의료 시범기관 | 응급의료기관 | 인공와우 실시기관 | 재활환자 재택의료 시범기관 | 제3차의료급여기관 | 조혈모세포이식 실시기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관,True,True,False,True,True,True,4,4,1
41270,근로복지공단안산병원,경기도 안산시 상록구 구룡로 87,근로복지공단안산병원,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,exact_normalized_name,1.0,False,5,353,19,0,0,0,3,8,0,0,0,0,2,0,19,379,HPV 국가예방접종사업 참여기관 | 가정간호실시기관 | 간호간병통합서비스 제공기관 | 개방병원 | 성인 중환자실 | 외국인 근로자 등 의료지원 사업시행 의료기관 | 응급의료기관 | 재활환자 재택의료 시범기관,True,True,False,False,False,False,1,1,0
41270,대야의료재단한도병원,경기도 안산시 단원구 선부광장로 103,대아의료재단한도병원,"경기도 안산시 단원구 선부광장로 103, (선부동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjODEjJDEjJDYjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,0.945,False,9,317,30,0,0,1,6,20,0,0,0,0,0,0,30,356,HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 보훈위탁진료요양기관 | 성인 중환자실 | 외국인 근로자 등 의료지원 사업시행 의료기관 | 응급의료기관 | 측두하악관절자극요법 실시기관,True,True,False,False,False,False,3,2,0
41270,사랑의병원,경기도 안산시 상록구 예술광장로 69,의료법인칠석의료재단사랑의병원,"경기도 안산시 상록구 예술광장로 69, 사랑의병원(593-4번지/593-5번지) (성포동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNDEjJDEjJDQjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,5,201,14,0,0,0,5,14,0,0,0,0,0,0,14,220,간호간병통합서비스 제공기관 | 결핵환자 재택의료 시범기관 | 성인 중환자실 | 응급의료기관,True,True,False,False,False,False,2,2,0
41270,플러스의료재단 단원병원,경기도 안산시 단원구 원포공원1로 20,의료법인 플러스의료재단 단원병원,"경기도 안산시 단원구 원포공원1로 20, (초지동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNTEjJDEjJDIjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,17,317,28,0,0,0,5,20,0,0,0,0,7,0,28,369,HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 개방병원 | 성인 중환자실 | 소아 야간·휴일진료기관 | 외국인 근로자 등 의료지원 사업시행 의료기관 | 응급의료기관,True,True,False,False,False,False,2,2,0
41280,국립암센터,경기도 고양시 일산동구 일산로 323,국립암센터,"경기도 고양시 일산동구 일산로 323, (마두동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjE0ODEjNDEjJDEjJDgjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,exact_normalized_name,1.0,False,51,503,28,0,0,1,18,25,0,0,0,0,2,14,28,598,가정간호실시기관 | 가정형 호스피스전문기관 | 간호간병통합서비스 제공기관 | 비대면진료 시범사업 진료기관(의료기관) | 성인 중환자실 | 신속대응시스템 시범기관 | 암환자 재택의료 시범기관 | 암환자(요루) 재택의료 시범기관 | 응급의료기관 | 입원형 호스피스전문기관 | 자문형 호스피스전문기관 | 조혈모세포이식 실시기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관,True,True,False,False,False,False,9,5,2
41280,국민건강보험공단일산병원,경기도 고양시 일산동구 일산로 100,국민건강보험공단일산병원,"경기도 고양시 일산동구 일산로 100, (백석동,백석1동 1241외1필지 4층)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,exact_normalized_name,1.0,False,37,636,63,0,25,2,20,33,2,26,2,12,5,0,88,808,(정신질환)급성기·병원기반·낮병동 시범기관 | 1형 당뇨병 환자 재택의료 시범기관 | HPV 국가예방접종사업 참여기관 | 가정간호실시기관 | 가정용 인공호흡기 환자 재택의료 시범기관 | 가정형 호스피스전문기관 | 간호간병통합서비스 제공기관 | 개방병원 | 결핵환자 재택의료 시범기관 | 경피적 대동맥판삽입 실시기관 | 난임시술(인공) | 복막투석 환자 재택관리 시범기관 | 비대면진료 시범사업 진료기관(의료기관) | 선천성 악안면 기형의 치과교정 및 악정형 치료 실시기관 | 성인 중환자실 | 수면다원검사 실시기관 | 신생아 중환자실 | 신속대응시스템 시범기관 | 심장질환자 재택의료 시범기관 | 암환자 재택의료 시범기관 | 암환자(요루) 재택의료 시범기관 | 응급의료기관 | 인공와우 실시기관 | 입원형 호스피스전문기관 | 자문형 호스피스전문기관 | 장애인 건강 주치의 시범기관(방문진료 실시기관) | 장애인 건강 주치의 시범기관(전체) | 재활환자 재택의료 시범기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관,True,True,False,True,True,False,5,3,1
41280,더자인병원,경기도 고양시 덕양구 중앙로 555,의료법인자인의료재단(더자인병원),"경기도 고양시 덕양구 중앙로 555, /중앙로557번길 555, /중앙로557번길 14, 지하1(일부),1-6층 (행신동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3MiQyNjE0ODEjNDEjJDEjJDQjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,4,259,14,0,0,0,5,20,0,0,0,0,0,0,14,277,간호간병통합서비스 제공기관 | 성인 중환자실 | 응급의료기관,True,True,False,False,False,False,2,2,0
41280,동국대일산불교병원,경기도 고양시 일산동구 동국로 27,동국대학교일산불교병원,"경기도 고양시 일산동구 동국로 27, (식사동, 동국대학교일산병원)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,0.945,False,40,522,48,0,25,8,12,29,2,13,0,20,2,0,73,672,HPV 국가예방접종사업 참여기관 | 가정용 인공호흡기 환자 재택의료 시범기관 | 간호간병통합서비스 제공기관 | 난임시술(인공) | 난임시술(체외) | 복막투석 환자 재택관리 시범기관 | 성인 중환자실 | 수면다원검사 실시기관 | 신생아 중환자실 | 신속대응시스템 시범기관 | 응급의료기관 | 의·한협진 활성화를 위한 5단계 시범기관 | 인공와우 실시기관 | 입원형 호스피스전문기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관,True,True,False,True,False,False,4,3,1
41280,명지병원,경기도 고양시 덕양구 화수로14번길 55,의료법인명지의료재단명지병원,"경기도 고양시 덕양구 화수로14번길 55, (화정동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,37,416,58,0,3,6,13,26,1,24,0,8,10,0,61,557,(정신질환)병원기반·낮병동 시범기관 | 1형 당뇨병 환자 재택의료 시범기관 | HPV 국가예방접종사업 참여기관 | 가정간호실시기관 | 가정용 인공호흡기 환자 재택의료 시범기관 | 간호간병통합서비스 제공기관 | 경피적 대동맥판삽입 실시기관 | 경피적 좌심방이 폐색술 실시기관 | 복막투석 환자 재택관리 시범기관 | 비대면진료 시범사업 진료기관(의료기관) | 성인 중환자실 | 수면다원검사 실시기관 | 신생아 중환자실 | 심장질환자 재택의료 시범기관 | 응급의료기관 | 인공와우 실시기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관 | 측두하악관절자극요법 실시기관 | 치매관리주치의 시범기관,True,True,False,True,True,False,5,3,1
41280,인제대일산백병원,경기도 고양시 일산서구 주화로 170,인제대학교일산백병원,"경기도 고양시 일산서구 주화로 170, (대화동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,0.938889,False,33,567,69,0,13,3,17,40,0,16,0,15,2,0,82,715,HPV 국가예방접종사업 참여기관 | 가정간호실시기관 | 간호간병통합서비스 제공기관 | 결핵환자 재택의료 시범기관 | 난임시술(인공) | 난임시술(체외) | 보훈위탁진료요양기관 | 복막투석 환자 재택관리 시범기관 | 성인 중환자실 | 수면다원검사 실시기관 | 신생아 중환자실 | 응급의료기관 | 인공와우 실시기관 | 입원형 호스피스전문기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관 | 측두하악관절자극요법 실시기관,True,True,False,True,False,False,4,3,1
41280,일산차병원,경기도 고양시 일산동구 중앙로 1205,의료법인성광의료재단일산차병원,"경기도 고양시 일산동구 중앙로 1205, 지하1층2층4층(일부), 1층2층6층(일부),지하2층,4~5층, 7~10층(장항동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjE4MzIjNTEjJDEjJDIjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,52,215,5,0,24,9,13,10,0,0,0,0,3,0,29,299,HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 개방병원 | 난임시술(인공) | 난임시술(체외) | 성인 중환자실 | 신생아 중환자실 | 암환자 재택의료 시범기관 | 응급의료기관 | 의·한협진 활성화를 위한 5단계 시범기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관 | 첩약 건강보험 적용 2단계 시범사업,True,True,False,True,False,False,3,1,1
41310,한양대구리병원,경기도 구리시 경춘로 153,한양대학교구리병원,"경기도 구리시 경춘로 153, (교문동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjE4MzIjODEjJDEjJDIjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,0.93125,False,14,471,31,0,10,5,10,23,0,0,0,0,5,0,41,531,가정용 인공호흡기 환자 재택의료 시범기관 | 간호간병통합서비스 제공기관 | 결핵환자 재택의료 시범기관 | 경피적 좌심방이 폐색술 실시기관 | 복막투석 환자 재택관리 시범기관 | 성인 중환자실 | 수면다원검사 실시기관 | 신생아 중환자실 | 응급의료기관 | 인공와우 실시기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관,True,True,False,True,False,False,3,2,1
41360,남양주한양병원,경기도 남양주시 오남읍 양지로 47-55,남양주 한양병원,"경기도 남양주시 오남읍 양지로 47-55, 47",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,exact_normalized_name,1.0,False,26,218,40,0,0,1,3,20,0,0,0,0,0,0,40,284,HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 성인 중환자실 | 응급의료기관 | 측두하악관절자극요법 실시기관,True,True,False,False,False,False,1,1,0
41360,칠석의료재단 엘병원,경기도 남양주시 퇴계원읍 퇴계원로 20,엘병원,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호",JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ4MiQzNjEwMDIjODEjJDEjJDIjJDgz,병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,5,141,9,0,0,0,3,10,0,0,0,0,1,0,9,156,HPV 국가예방접종사업 참여기관 | 가정용 인공호흡기 환자 재택의료 시범기관 | 결핵환자 재택의료 시범기관 | 보훈위탁진료요양기관 | 성인 중환자실 | 응급의료기관 | 장애인 건강 주치의 시범기관(방문진료 실시기관) | 장애인 건강 주치의 시범기관(전체) | 측두하악관절자극요법 실시기관,True,True,False,False,False,False,1,2,0
41360,현대병원,경기도 남양주시 진접읍 장현로 52,현대병원,"경기도 남양주시 진접읍 봉현로 21, (진접읍)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,exact_normalized_name,1.0,False,1,361,39,0,0,1,7,20,0,0,0,0,0,0,39,401,HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 성인 중환자실 | 외국인 근로자 등 의료지원 사업시행 의료기관 | 응급의료기관 | 측두하악관절자극요법 실시기관,True,True,False,False,False,False,3,2,0
41370,오산한국병원,경기도 오산시 밀머리로1번길 16,오산한국병원,"경기도 오산시 밀머리로1번길 16, (원동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQzNjEyMjIjNDEjJDEjJDgjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,exact_normalized_name,1.0,False,22,240,35,0,0,1,5,20,0,0,0,0,2,0,35,299,HPV 국가예방접종사업 참여기관 | 가정간호실시기관 | 간호간병통합서비스 제공기관 | 성인 중환자실 | 응급의료기관,True,True,False,False,False,False,2,2,0
41390,센트럴병원,경기도 시흥시 공단1대로 237,의료법인 석경의료재단 센트럴병원,"경기도 시흥시 공단1대로 237, (정왕동, 센트럴 병원)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQxMyQyNjEwMDIjNDEjJDEjJDgjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,19,220,20,0,0,0,3,21,0,0,0,0,0,0,20,259,HPV 국가예방접종사업 참여기관 | 가정간호실시기관 | 간호간병통합서비스 제공기관 | 개방병원 | 결핵환자 재택의료 시범기관 | 보훈위탁진료요양기관 | 성인 중환자실 | 응급의료기관 | 측두하악관절자극요법 실시기관,True,True,False,False,False,False,2,2,0
41390,시화병원,경기도 시흥시 군자천로 381,의료법인 남촌의료재단 시화병원,"경기도 시흥시 군자천로 381, 시화병원 (정왕동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,31,418,36,0,0,1,6,27,0,0,0,0,12,0,36,497,HPV 국가예방접종사업 참여기관 | 가정간호실시기관 | 간호간병통합서비스 제공기관 | 개방병원 | 결핵환자 재택의료 시범기관 | 성인 중환자실 | 외국인 근로자 등 의료지원 사업시행 의료기관 | 응급의료기관 | 재활환자 재택의료 시범기관,True,True,False,False,False,False,3,3,0
41390,신천연합병원,경기도 시흥시 복지로 57,의료법인 록향의료재단 신천연합병원,"경기도 시흥시 복지로 57, 복지로 61, 2층 (대야동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4MiQyNjE4MzIjNjEjJDEjJDQjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,8,123,7,0,0,0,3,11,0,0,0,0,2,0,7,140,HPV 국가예방접종사업 참여기관 | 가정간호실시기관 | 간호간병통합서비스 제공기관 | 결핵환자 재택의료 시범기관 | 성인 중환자실 | 응급의료기관 | 장애인 치과 주치의 시범기관,True,True,False,False,False,False,1,1,0
41410,원광대 산본병원,경기도 군포시 산본로 321,원광대학교 산본병원,"경기도 군포시 산본로 321, (산본동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjE4MzIjNTEjJDEjJDIjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,0.93125,False,5,183,12,0,0,1,5,20,0,0,0,0,0,0,12,200,HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 결핵환자 재택의료 시범기관 | 보훈위탁진료요양기관 | 비대면진료 시범사업 진료기관(의료기관) | 성인 중환자실 | 응급의료기관,True,True,False,False,False,False,1,1,0
41410,지샘병원,경기도 군포시 군포로 591,효산의료재단 지샘병원,"경기도 군포시 군포로 591, (당동, (G샘병원)군포샘병원)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjEyMjIjNzEjJDEjJDgjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,15,349,19,0,0,1,7,21,0,0,0,0,5,0,19,388,HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 결핵환자 재택의료 시범기관 | 성인 중환자실 | 응급의료기관 | 입원형 호스피스전문기관 | 자문형 호스피스전문기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관 | 측두하악관절자극요법 실시기관,True,True,False,False,False,False,4,1,1
41460,강남병원,경기도 용인시 기흥구 중부대로 411,강남병원,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQyNjEwMDIjNjEjJDEjJDgjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,exact_normalized_name,1.0,False,25,242,32,0,0,0,5,20,0,0,0,0,0,0,32,299,HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 보훈위탁진료요양기관 | 성인 중환자실 | 소아 야간·휴일진료기관 | 응급의료기관,True,True,False,False,False,False,2,2,0
41460,메디필드한강병원,경기도 용인시 처인구 금령로39번길 8-6,메디필드한강병원,"경기도 용인시 처인구 금령로39번길 8-6, (김량장동)",JDU4MTI3MSM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,exact_normalized_name,1.0,False,0,192,15,0,0,0,6,20,0,0,0,0,0,0,15,207,HPV 국가예방접종사업 참여기관 | 성인 중환자실 | 응급의료기관,True,True,False,False,False,False,2,2,0
41460,명주병원,경기도 용인시 처인구 금령로39번길 8-6,메디필드한강병원,"경기도 용인시 처인구 금령로39번길 8-6, (김량장동)",JDU4MTI3MSM1MSMkMSMkNCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,0.725,True,0,192,15,0,0,0,6,20,0,0,0,0,0,0,15,207,HPV 국가예방접종사업 참여기관 | 성인 중환자실 | 응급의료기관,True,True,False,False,False,False,2,2,0
41460,용인세브란스병원,경기도 용인시 기흥구 동백죽전대로 363,연세대학교 의과대학 용인세브란스병원,"경기도 용인시 기흥구 동백죽전대로 363, (중동)",JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ2MiQyNjE4MzIjNDEjJDEjJDgjJDgz,종합병원,2026-06,HIRA static facility snapshot; not real-time availability,fuzzy_name_address,1.0,False,44,539,37,0,12,2,17,28,0,0,2,18,4,0,49,656,1형 당뇨병 환자 재택의료 시범기관 | HPV 국가예방접종사업 참여기관 | 간호간병통합서비스 제공기관 | 결핵환자 재택의료 시범기관 | 경피적 대동맥판삽입 실시기관 | 경피적 좌심방이 폐색술 실시기관 | 복막투석 환자 재택관리 시범기관 | 성인 중환자실 | 수면다원검사 실시기관 | 신생아 중환자실 | 신속대응시스템 시범기관 | 암환자 재택의료 시범기관 | 응급의료기관 | 인공와우 실시기관 | 차세대염기서열분석 기반 유전자 패널검사 실시기관,True,True,False,True,True,False,4,4,1
