municipality_code,origin_id,destination_id,duration_minutes,duration_seconds,distance_meters,routing_provider,routing_profile,collected_at
41170,41170::ambulance_base::001,41170::hospital::001,2.0166666666666666,121,408,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:55.503469+00:00
41170,41170::ambulance_base::001,41170::hospital::002,15.25,915,4977,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:55.830478+00:00
41170,41170::ambulance_base::002,41170::hospital::001,11.95,717,4229,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:56.143178+00:00
41170,41170::ambulance_base::002,41170::hospital::002,4.733333333333333,284,811,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:56.433000+00:00
41170,41170::ambulance_base::003,41170::hospital::001,15.2,912,4970,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:56.739506+00:00
41170,41170::ambulance_base::003,41170::hospital::002,12.133333333333333,728,3151,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:57.058316+00:00
41170,41170::ambulance_base::004,41170::hospital::001,13.9,834,4727,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:57.396806+00:00
41170,41170::ambulance_base::004,41170::hospital::002,7.35,441,1800,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:57.684788+00:00
41170,41170::ambulance_base::005,41170::hospital::001,18.833333333333332,1130,5138,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:57.994793+00:00
41170,41170::ambulance_base::005,41170::hospital::002,22.633333333333333,1358,9037,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:58.369994+00:00
41170,41170::ambulance_base::006,41170::hospital::001,12.083333333333334,725,3049,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:58.669393+00:00
41170,41170::ambulance_base::006,41170::hospital::002,17.016666666666666,1021,6512,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:59.032171+00:00
41170,41170::hospital::001,41170::ambulance_base::001,1.35,81,331,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:59.334516+00:00
41170,41170::hospital::001,41170::ambulance_base::002,13.35,801,4435,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:59.662527+00:00
41170,41170::hospital::001,41170::ambulance_base::003,16.533333333333335,992,5206,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:00.009803+00:00
41170,41170::hospital::001,41170::ambulance_base::004,15.2,912,4971,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:00.371030+00:00
41170,41170::hospital::001,41170::ambulance_base::005,18.416666666666668,1105,5347,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:00.708883+00:00
41170,41170::hospital::001,41170::ambulance_base::006,13.866666666666667,832,2832,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:01.047275+00:00
41170,41170::hospital::001,41170::hospital::002,15.75,945,4894,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:01.368767+00:00
41170,41170::hospital::002,41170::ambulance_base::001,15.366666666666667,922,5114,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:01.709825+00:00
41170,41170::hospital::002,41170::ambulance_base::002,4.35,261,908,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:02.004351+00:00
41170,41170::hospital::002,41170::ambulance_base::003,12.2,732,3240,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:02.324186+00:00
41170,41170::hospital::002,41170::ambulance_base::004,6.916666666666667,415,1897,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:02.629201+00:00
41170,41170::hospital::002,41170::ambulance_base::005,22.15,1329,9174,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:03.001075+00:00
41170,41170::hospital::002,41170::ambulance_base::006,17.716666666666665,1063,6659,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:03.338788+00:00
41170,41170::hospital::002,41170::hospital::001,14.333333333333334,860,4785,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:47:03.678478+00:00
