hospital_name,emergency_category,phone,road_address,lot_address,postal_code,latitude,longitude,coordinate_source,matched_address,municipality_code,routing_status,hira_hospital_name,hira_encrypted_care_symbol,hira_institution_type,capacity_snapshot_period,emergency_room_beds,critical_care_beds,inpatient_beds,registered_emergency_institution,registered_adult_icu,ct_units,mri_units,capacity_match_method,capacity_match_score,capacity_match_review_required,capacity_source,capacity_semantics,egen_institution_code,egen_evaluation_year,egen_overall_grade,egen_mandatory_area_result,egen_match_review_required,egen_evaluation_source
경기도의료원 포천병원,지역응급의료센터,539-9114,경기도 포천시 포천로 1648,경기도 포천시 신읍동 243-1번지,11142,37.9030934000,127.1983489000,official_gyeonggi_emergency_medical_institutions,경기도 포천시 포천로 1648,41650,pending_kakao_api,경기도의료원포천병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjNzEjJDEjJDgjJDgz,종합병원,2026-06,20,10,150,True,True,1,1,exact_normalized_name,1.0,False,https://opendata.hira.or.kr/op/opc/selectOpenData.do?sno=11925,HIRA static facility snapshot; not real-time availability,A2100031,2024,B,PASS,False,https://www.e-gen.or.kr/nemc/business_medical_institution_evaluation.do?tabId=9
일심의료재단 우리병원,지역응급의료기관,542-0222,경기도 포천시 소흘읍 호국로 661,경기도 포천시 소흘읍 송우리 116-11번지,11174,37.8274877000,127.1481359000,official_gyeonggi_emergency_medical_institutions,경기도 포천시 소흘읍 호국로 661,41650,pending_kakao_api,의료법인 일심의료재단 포천우리병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,종합병원,2026-06,22,20,228,True,True,2,2,fuzzy_name_address,0.873077,False,https://opendata.hira.or.kr/op/opc/selectOpenData.do?sno=11925,HIRA static facility snapshot; not real-time availability,A2100036,2024,C,PASS,False,https://www.e-gen.or.kr/nemc/business_medical_institution_evaluation.do?tabId=9
