municipality_code,origin_id,destination_id,duration_minutes,duration_seconds,distance_meters,routing_provider,routing_profile,collected_at
41150,41150::ambulance_base::001,41150::hospital::001,5.333333333333333,320,1604,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:29.804657+00:00
41150,41150::ambulance_base::001,41150::hospital::002,10.85,651,3469,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:30.112594+00:00
41150,41150::ambulance_base::001,41150::hospital::003,6.2,372,2041,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:30.413483+00:00
41150,41150::ambulance_base::001,41150::hospital::004,7.133333333333334,428,2631,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:30.714839+00:00
41150,41150::ambulance_base::001,41150::hospital::005,9.233333333333333,554,3222,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:31.089828+00:00
41150,41150::ambulance_base::002,41150::hospital::001,6.6,396,2453,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:31.388480+00:00
41150,41150::ambulance_base::002,41150::hospital::002,16.7,1002,6386,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:31.727123+00:00
41150,41150::ambulance_base::002,41150::hospital::003,11.2,672,3500,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:32.034752+00:00
41150,41150::ambulance_base::002,41150::hospital::004,12.933333333333334,776,5548,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:32.357404+00:00
41150,41150::ambulance_base::002,41150::hospital::005,15.083333333333334,905,6139,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:32.702512+00:00
41150,41150::ambulance_base::003,41150::hospital::001,15.883333333333333,953,5481,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:33.020771+00:00
41150,41150::ambulance_base::003,41150::hospital::002,5.883333333333334,353,1883,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:33.319659+00:00
41150,41150::ambulance_base::003,41150::hospital::003,11.7,702,3474,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:33.671413+00:00
41150,41150::ambulance_base::003,41150::hospital::004,11.833333333333334,710,3790,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:34.007571+00:00
41150,41150::ambulance_base::003,41150::hospital::005,8.433333333333334,506,2473,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:34.344621+00:00
41150,41150::ambulance_base::004,41150::hospital::001,18.6,1116,6012,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:34.695470+00:00
41150,41150::ambulance_base::004,41150::hospital::002,11.483333333333333,689,3022,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:35.023175+00:00
41150,41150::ambulance_base::004,41150::hospital::003,12.733333333333333,764,4718,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:46:35.335350+00:00
