administrative_code,administrative_name,municipality_code,population,households,latitude,longitude,coordinate_source,matched_address,kakao_place_id,geocoding_status,demand_rate_status,coordinate_reference_url,coordinate_basis
4150025000,경기도 이천시 장호원읍,41500,13933,6985,37.114999265001536,127.61682929750708,kakao_administrative_office_representative_proxy,경기 이천시 장호원읍 서동대로 8844-6,8061829,verified_municipality_match,pending_119_activity_api,,
4150025300,경기도 이천시 부발읍,41500,35520,17064,37.2836603609295,127.486886526277,kakao_administrative_office_representative_proxy,경기 이천시 부발읍 무촌로 121,9055790,verified_municipality_match,pending_119_activity_api,,
4150031000,경기도 이천시 신둔면,41500,13794,7047,37.3062420303946,127.404039913148,kakao_administrative_office_representative_proxy,경기 이천시 신둔면 경충대로 3128,8405960,verified_municipality_match,pending_119_activity_api,,
4150032000,경기도 이천시 백사면,41500,12545,5937,37.33906845860017,127.49071740248856,kakao_administrative_office_representative_proxy,경기 이천시 백사면 현방로 65,7886828,verified_municipality_match,pending_119_activity_api,,
4150033000,경기도 이천시 호법면,41500,6367,3931,37.2231047253927,127.424787739449,kakao_administrative_office_representative_proxy,경기 이천시 호법면 이섭대천로527번길 27,8682903,verified_municipality_match,pending_119_activity_api,,
4150034000,경기도 이천시 마장면,41500,17101,9333,37.248929528857,127.357967852828,kakao_administrative_office_representative_proxy,경기 이천시 마장면 오천로 107,8967286,verified_municipality_match,pending_119_activity_api,,
4150035000,경기도 이천시 대월면,41500,14682,8072,37.22986568529372,127.49238645721624,kakao_administrative_office_representative_proxy,경기 이천시 대월면 사동로 1-10,7830145,verified_municipality_match,pending_119_activity_api,,
4150036000,경기도 이천시 모가면,41500,3952,2221,37.171663383608795,127.48017456280071,kakao_administrative_office_representative_proxy,경기 이천시 모가면 진상미로 1295,8340826,verified_municipality_match,pending_119_activity_api,,
4150037000,경기도 이천시 설성면,41500,4097,2353,37.1324673676119,127.522027682879,kakao_administrative_office_representative_proxy,경기 이천시 설성면 설장로17번길 6-5,7943985,verified_municipality_match,pending_119_activity_api,,
4150038000,경기도 이천시 율면,41500,2398,1393,37.0943111866203,127.546453484559,kakao_administrative_office_representative_proxy,경기 이천시 율면 고당로 132,8049614,verified_municipality_match,pending_119_activity_api,,
4150051000,경기도 이천시 창전동,41500,14710,8247,37.281803966009505,127.44097619556659,kakao_administrative_office_representative_proxy,경기 이천시 영창로 165,8092141,verified_municipality_match,pending_119_activity_api,,
4150051500,경기도 이천시 증포동,41500,55822,21856,37.29037618825065,127.45248633464867,kakao_administrative_office_representative_proxy,경기 이천시 증신로156번길 15,8080229,verified_municipality_match,pending_119_activity_api,,
4150052000,경기도 이천시 중리동,41500,20915,11121,37.27794294041456,127.4417283019385,kakao_administrative_office_representative_proxy,경기 이천시 남천로 31,8525008,verified_municipality_match,pending_119_activity_api,,
4150053000,경기도 이천시 관고동,41500,11196,5592,37.2823777009482,127.437880835389,kakao_administrative_office_representative_proxy,경기 이천시 설봉로 65,8202969,verified_municipality_match,pending_119_activity_api,,
