candidate_id,candidate_name,municipality_code,road_address,latitude,longitude,candidate_source,land_feasibility_status,coordinate_source,matched_address,kakao_place_id,geocoding_status,routing_status
MOHW-20251231-41500-001,가산보건진료소,41500,경기도 이천시 부발읍 황무로2065번길 96 (가산보건진료소) 가산보건진료소,37.2418441746127,127.516786837249,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 이천시 부발읍 황무로2065번길 96,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41500-002,고백보건진료소,41500,경기도 이천시 부발읍 중부대로1997번길 112 고백보건진료소,37.2976571335473,127.526171140878,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 이천시 부발읍 중부대로1997번길 112,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41500-003,군량보건진료소,41500,경기도 이천시 대월면 대월로436번길 114 군량보건진료소,37.1920034771249,127.501282802046,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 이천시 대월면 대월로436번길 114,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41500-004,남부(이천시)건강생활지원센터,41500,경기도 이천시 장호원읍 서동대로8809번길 30-15,37.1167774197667,127.614812820709,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 이천시 장호원읍 서동대로8809번길 30-15,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41500-005,단월보건진료소,41500,"경기도 이천시 단월로38번길 3 (단월동, 단월보건진료소) 단월보건진료소",37.2221399699653,127.450658256274,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 이천시 단월로38번길 3,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41500-006,대월보건지소,41500,경기도 이천시 대월면 대평로178번길 49-10 (대월보건지소) 대월보건지소,37.229637481466085,127.4920108642118,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_keyword_search,경기 이천시 대월면 사동로 1-10,8897339,verified_municipality_match,pending_kakao_api
MOHW-20251231-41500-007,도암보건진료소,41500,경기도 이천시 신둔면 원적로 425 (도암보건진료소) 도암보건진료소,37.3199926944188,127.439536726316,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 이천시 신둔면 원적로 425,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41500-008,마교보건진료소,41500,경기도 이천시 신둔면 황무로347번길 7 (마교보건진료소) 마교보건진료소,37.3015618429979,127.388886882147,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 이천시 신둔면 황무로347번길 7,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41500-009,마장건강생활지원센터,41500,경기도 이천시 마장면 중앙로 81,37.249905154806,127.358659235664,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 이천시 마장면 중앙로 81,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41500-010,매곡보건진료소,41500,경기도 이천시 호법면 이섭대천로100번길 40 (매곡보건진료소) 매곡보건진료소,37.2144967128908,127.395916321042,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 이천시 호법면 이섭대천로100번길 40,,verified_municipality_match,pending_kakao_api
