candidate_id,candidate_name,municipality_code,road_address,latitude,longitude,candidate_source,land_feasibility_status,coordinate_source,matched_address,kakao_place_id,geocoding_status,routing_status
MOHW-20251231-41480-001,두마보건진료소,41480,경기도 파주시 파평면 파평산로363번길 34 두마보건진료소,37.8926916713687,126.841676451423,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 파평면 파평산로363번길 34,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-002,문산보건지소,41480,"경기도 파주시 문산읍 통일로 1680, 문산읍행정복지센터 (문산읍행정복지센터) 문산읍행정복지센터 5층",37.8565490494133,126.79095551508,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 문산읍 통일로 1680,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-003,문지보건진료소,41480,경기도 파주시 탄현면 방촌로955번길 131 (문지보건진료소) 문지보건진료소,37.8279540985765,126.725091780476,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 탄현면 방촌로955번길 131,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-004,백연보건진료소,41480,경기도 파주시 군내면 통일촌길 231 백연보건진료소,37.9061891017278,126.731839842591,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 군내면 통일촌길 231,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-005,야당보건진료소,41480,"경기도 파주시 운정로 18 (상지석동, 야당보건진료소) 야당보건진료소",37.7257054740175,126.769066701893,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 운정로 18,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-006,어유지보건진료소,41480,경기도 파주시 적성면 어삼로 34 (적성보건진료소) 적성보건진료소,37.9949491170001,126.990795833961,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 적성면 어삼로 34,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-007,영장보건진료소,41480,경기도 파주시 광탄면 기산로 9 (영장보건진료소) 영장보건진료소,37.7713030486105,126.900939150862,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 광탄면 기산로 9,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-008,운정보건소,41480,경기도 파주시 금바위로 44 (와동동) 운정보건소,37.7283778914173,126.759141962694,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 금바위로 44,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-009,웅담보건진료소,41480,경기도 파주시 법원읍 곰시길 171 (웅담보건진료소) 웅담보건진료소,37.908061714482,126.896963582573,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 법원읍 곰시길 171,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-010,월롱보건지소,41480,경기도 파주시 월롱면 엘지로 17 (월롱면 행정복지센터) 월롱보건지소,37.7992913451053,126.789197289857,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 월롱면 엘지로 17,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-011,적성보건지소,41480,경기도 파주시 적성면 청송로 1013 (적성면 행정복지센터) 적성보건지소,37.9541909347187,126.917571271089,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 적성면 청송로 1013,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-012,탄현보건지소,41480,경기도 파주시 탄현면 방촌로649번길 24-7 (탄현면 행정복지센터) 탄현보건지소,37.8025664863351,126.716219734878,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 탄현면 방촌로649번길 24-7,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-013,파주보건소,41480,"경기도 파주시 후곡로 13 (금촌동, 파주시보건소) 파주보건소",37.7563488390734,126.773911313978,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 후곡로 13,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41480-014,파평보건지소,41480,경기도 파주시 파평면 청송로 189-22 파평보건지소,37.9222344943559,126.837843000435,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 파주시 파평면 청송로 189-22,,verified_municipality_match,pending_kakao_api
