candidate_id,candidate_name,municipality_code,road_address,latitude,longitude,candidate_source,land_feasibility_status,coordinate_source,matched_address,kakao_place_id,geocoding_status,routing_status
MOHW-20251231-41360-001,남양주동부보건소,41360,경기도 남양주시 화도읍 비룡로 59 (화도수동행정복지센터) 별관,37.6578878694613,127.300511250563,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 남양주시 화도읍 비룡로 59,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41360-002,남양주보건소,41360,"경기도 남양주시 경춘로 522 (다산동, 남양주시청제2청사), 보건소 제2청사 ",37.6102430253217,127.171961223238,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 남양주시 경춘로 522,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41360-003,남양주풍양보건소,41360,경기도 남양주시 진접읍 해밀예당1로 30-39 남양주풍양보건소,37.7117815902263,127.186450965466,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 남양주시 진접읍 해밀예당1로 30,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41360-004,다산건강생활지원센터,41360,"경기도 남양주시 다산중앙로 7, 다산행정복지센터 2층",37.6139032672354,127.155344522441,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 남양주시 다산중앙로 7,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41360-005,별내건강생활지원센터,41360,"경기도 남양주시 별내3로 64-21, 별내행정복지센터 2층 (별내동)",37.6461782993181,127.121891322893,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 남양주시 별내3로 64-21,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41360-006,별내보건지소,41360,경기도 남양주시 별내면 청학로 86 (청학보건지소) 별내보건지소,37.7081044597944,127.117617168889,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 남양주시 별내면 청학로 86,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41360-007,시우보건진료소,41360,경기도 남양주시 수동면 비룡로 729 (수동면사무소) 1층,37.7035435193776,127.325626873456,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 남양주시 수동면 비룡로 729,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41360-008,오남건강생활지원센터,41360,"경기도 남양주시 오남읍 진건오남로 806-34, 오남읍사무소 2층",37.6985747888518,127.204842352758,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 남양주시 오남읍 진건오남로 806-34,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41360-009,와부건강생활지원센터,41360,경기도 남양주시 와부읍 월문천로 35,37.5855118640905,127.216416697444,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 남양주시 와부읍 월문천로 35,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41360-010,조안보건지소,41360,경기도 남양주시 조안면 북한강로 433 (조안보건소) 조안보건지소,37.5606569794985,127.313731534954,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 남양주시 조안면 북한강로 433,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41360-011,호평건강생활지원센터,41360,경기도 남양주시 호평로68번길 21,37.6545679255067,127.248948804316,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 남양주시 호평로68번길 21,,verified_municipality_match,pending_kakao_api
