hospital_name,emergency_category,phone,road_address,lot_address,postal_code,latitude,longitude,coordinate_source,matched_address,municipality_code,routing_status,hira_hospital_name,hira_encrypted_care_symbol,hira_institution_type,capacity_snapshot_period,emergency_room_beds,critical_care_beds,inpatient_beds,registered_emergency_institution,registered_adult_icu,ct_units,mri_units,capacity_match_method,capacity_match_score,capacity_match_review_required,capacity_source,capacity_semantics,egen_institution_code,egen_evaluation_year,egen_overall_grade,egen_mandatory_area_result,egen_match_review_required,egen_evaluation_source
대자인병원,지역응급의료센터,063-240-2000,"전북특별자치도 전주시 덕진구 견훤로 390, (우아동3가)",,54910,35.8459659,127.1534706,hira_hospital_information_service_2026_06,"전북특별자치도 전주시 덕진구 견훤로 390, (우아동3가)",52110,pending_kakao_api,대자인병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQ0NjE0ODEjNDEjJDEjJDgjJDgz,종합병원,2026-06,33,67,474,True,True,4,3,exact_normalized_name,1.0,False,https://opendata.hira.or.kr/op/opc/selectOpenData.do?sno=11925,HIRA static facility snapshot; not real-time availability,,2024,A,PASS,False,https://www.e-gen.or.kr/nemc/business_medical_institution_evaluation.do?tabId=9
의료법인영경의료재단전주병원,지역응급의료센터,063-220-7200,"전북특별자치도 전주시 완산구 한두평3길 13, (중화산동2가, 전주병원)",,54985,35.8152645,127.1248245,hira_hospital_information_service_2026_06,"전북특별자치도 전주시 완산구 한두평3길 13, (중화산동2가, 전주병원)",52110,pending_kakao_api,의료법인영경의료재단전주병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNjEjJDEjJDAjJDgz,종합병원,2026-06,20,9,284,True,True,2,2,exact_normalized_name,1.0,False,https://opendata.hira.or.kr/op/opc/selectOpenData.do?sno=11925,HIRA static facility snapshot; not real-time availability,,2024,C,PASS,False,https://www.e-gen.or.kr/nemc/business_medical_institution_evaluation.do?tabId=9
의료법인영경의료재단호성전주병원,지역응급의료기관,063-240-8800,"전북특별자치도 전주시 덕진구 동부대로 895, 6층 (호성동1가)",,54902,35.8654857,127.1478954,hira_hospital_information_service_2026_06,"전북특별자치도 전주시 덕진구 동부대로 895, 6층 (호성동1가)",52110,pending_kakao_api,의료법인영경의료재단호성전주병원,JDQ4MTYyMiM2MSMkMSMkNiMkOTkkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNzEjJDEjJDgjJDgz,병원,2026-06,10,0,122,True,False,1,1,exact_normalized_name,1.0,False,https://opendata.hira.or.kr/op/opc/selectOpenData.do?sno=11925,HIRA static facility snapshot; not real-time availability,,2024,B,PASS,False,https://www.e-gen.or.kr/nemc/business_medical_institution_evaluation.do?tabId=9
재단법인예수병원유지재단예수병원,지역응급의료센터,063-230-8114,"전북특별자치도 전주시 완산구 서원로 365, (중화산동1가, 예수병원)",,54987,35.8143916,127.1332292,hira_hospital_information_service_2026_06,"전북특별자치도 전주시 완산구 서원로 365, (중화산동1가, 예수병원)",52110,pending_kakao_api,재단법인예수병원유지재단예수병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDIjJDgz,종합병원,2026-06,53,55,750,True,True,4,3,exact_normalized_name,1.0,False,https://opendata.hira.or.kr/op/opc/selectOpenData.do?sno=11925,HIRA static facility snapshot; not real-time availability,,2024,B,PASS,False,https://www.e-gen.or.kr/nemc/business_medical_institution_evaluation.do?tabId=9
전북대학교병원,권역응급의료센터,063-250-1129,"전북특별자치도 전주시 덕진구 건지로 20,  (금암동)",,54907,35.8470974,127.1411626,hira_hospital_information_service_2026_06,"전북특별자치도 전주시 덕진구 건지로 20,  (금암동)",52110,pending_kakao_api,전북대학교병원,JDQ4MTYyMiM2MSMkMSMkNiMkODkkMzgxMzUxIzExIyQxIyQzIyQ3OSQyNjEwMDIjNDEjJDEjJDQjJDgz,상급종합,2026-06,48,119,1049,True,True,7,5,exact_normalized_name,1.0,False,https://opendata.hira.or.kr/op/opc/selectOpenData.do?sno=11925,HIRA static facility snapshot; not real-time availability,,2024,B,PASS,False,https://www.e-gen.or.kr/nemc/business_medical_institution_evaluation.do?tabId=9
