municipality_code,origin_id,destination_id,duration_minutes,duration_seconds,distance_meters,routing_provider,routing_profile,collected_at,pair_set,reused_from
52110,52110::demand::5211365000,52110::hospital::003,15.7,942,7697,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:24.209985+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-006-000,28.25,1695,12325,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:24.386176+00:00,standby,
52110,52110::demand::5211365000,52110::hospital::004,25.966666666666665,1558,11411,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:24.536666+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-006-001,24.25,1455,10289,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:24.672359+00:00,standby,
52110,52110::demand::5211365000,52110::hospital::005,19.516666666666666,1171,8528,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:24.828940+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-006-004,18.783333333333335,1127,7334,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:24.965964+00:00,standby,
52110,52110::demand::5211366500,52110::hospital::001,21.616666666666667,1297,10547,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:25.088934+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-006-005,20.966666666666665,1258,7391,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:25.223330+00:00,standby,
52110,52110::demand::5211366500,52110::hospital::002,23.816666666666666,1429,9322,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:25.354031+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-006-006,14.1,846,4836,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:25.455137+00:00,standby,
52110,52110::demand::5211366500,52110::hospital::003,15.033333333333333,902,7736,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:25.581995+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-006-009,15.516666666666667,931,4806,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:25.724422+00:00,standby,
52110,52110::demand::5211366500,52110::hospital::004,26.216666666666665,1573,10072,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:25.896162+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-006-010,16.233333333333334,974,6173,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:25.998305+00:00,standby,
52110,52110::demand::5211366500,52110::hospital::005,17.666666666666668,1060,7547,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:26.154589+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-006-011,19.083333333333332,1145,6844,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:26.276535+00:00,standby,
52110,52110::demand::5211367000,52110::hospital::001,23.95,1437,10487,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:26.474900+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-007-000,28.8,1728,11673,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:26.656026+00:00,standby,
52110,52110::demand::5211367000,52110::hospital::002,19.833333333333332,1190,7919,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:26.732547+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-007-001,24.583333333333332,1475,10526,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:26.962131+00:00,standby,
52110,52110::demand::5211367000,52110::hospital::003,24.45,1467,12222,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:26.999150+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-007-004,18.7,1122,7074,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:27.220651+00:00,standby,
52110,52110::demand::5211367000,52110::hospital::004,22.033333333333335,1322,8669,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:27.278057+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-007-005,17.366666666666667,1042,6594,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:27.500139+00:00,standby,
52110,52110::demand::5211367000,52110::hospital::005,22.25,1335,9778,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:27.574009+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-007-006,16.95,1017,6758,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:27.759649+00:00,standby,
52110,52110::hospital::001,52110::ambulance_base::001,26.466666666666665,1588,9245,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:27.870252+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-007-007,22.016666666666666,1321,8488,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:28.038868+00:00,standby,
52110,52110::hospital::001,52110::ambulance_base::002,23.733333333333334,1424,9295,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:28.144356+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-007-008,16.3,978,6313,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:28.268946+00:00,standby,
52110,52110::hospital::001,52110::ambulance_base::003,14.883333333333333,893,4654,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:28.395796+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-007-009,17.4,1044,6581,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:28.565858+00:00,standby,
52110,52110::hospital::001,52110::ambulance_base::004,14.15,849,4426,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:28.615245+00:00,operations,
52110,52110::hospital::001,52110::ambulance_base::005,29.55,1773,10475,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:28.909923+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-007-010,19.633333333333333,1178,7602,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:28.924733+00:00,standby,
52110,52110::hospital::001,52110::ambulance_base::006,9.483333333333333,569,3110,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:29.122468+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-008-000,27.016666666666666,1621,11535,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:29.224597+00:00,standby,
52110,52110::hospital::001,52110::ambulance_base::007,7.933333333333334,476,3265,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:29.334983+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-008-001,25.45,1527,11103,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:29.484059+00:00,standby,
52110,52110::hospital::001,52110::ambulance_base::008,21.15,1269,8849,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:29.598103+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-008-004,20.433333333333334,1226,7956,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:29.733116+00:00,standby,
52110,52110::hospital::001,52110::ambulance_base::009,12.316666666666666,739,6213,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:29.840314+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-008-005,20.316666666666666,1219,7824,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:29.998053+00:00,standby,
52110,52110::hospital::001,52110::ambulance_base::010,21.516666666666666,1291,8493,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:30.100848+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-008-006,20.35,1221,7372,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:30.261720+00:00,standby,
52110,52110::hospital::001,52110::demand::5211151000,12.883333333333333,773,3887,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:30.347332+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-008-007,23.15,1389,8119,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:30.534529+00:00,standby,
52110,52110::hospital::001,52110::demand::5211153000,14.45,867,4030,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:30.600269+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-008-008,19.966666666666665,1198,7544,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:30.797206+00:00,standby,
52110,52110::hospital::001,52110::demand::5211160500,11.466666666666667,688,5065,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:30.818531+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-008-009,19.383333333333333,1163,7513,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:31.048344+00:00,standby,
52110,52110::hospital::001,52110::demand::5211163500,19.366666666666667,1162,6347,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:31.110463+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-009-000,27.933333333333334,1676,12466,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:31.329889+00:00,standby,
52110,52110::hospital::001,52110::demand::5211165000,17.583333333333332,1055,5652,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:31.381850+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-009-001,25.7,1542,10618,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:31.601473+00:00,standby,
52110,52110::hospital::001,52110::demand::5211166000,18.0,1080,5929,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:31.632260+00:00,operations,
52110,52110::hospital::001,52110::demand::5211167100,19.733333333333334,1184,6927,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:31.873375+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-009-002,25.95,1557,10254,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:31.893548+00:00,standby,
52110,52110::hospital::001,52110::demand::5211167200,18.3,1098,6551,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:32.119550+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-009-003,28.483333333333334,1709,12197,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:32.202823+00:00,standby,
52110,52110::hospital::001,52110::demand::5211168000,16.45,987,5556,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:32.357094+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-009-004,25.833333333333332,1550,10516,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:32.546133+00:00,standby,
52110,52110::hospital::001,52110::demand::5211169100,21.3,1278,7170,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:32.620420+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-009-005,23.916666666666668,1435,8834,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:32.797212+00:00,standby,
52110,52110::hospital::001,52110::demand::5211169200,26.133333333333333,1568,9476,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:32.904339+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-009-006,23.983333333333334,1439,8783,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:33.084118+00:00,standby,
52110,52110::hospital::001,52110::demand::5211170100,23.3,1398,8633,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:33.243275+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-009-007,23.1,1386,9528,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:33.364757+00:00,standby,
52110,52110::hospital::001,52110::demand::5211170200,26.433333333333334,1586,9451,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:33.521740+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-009-008,24.116666666666667,1447,9753,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:33.707957+00:00,standby,
52110,52110::hospital::001,52110::demand::5211170300,28.0,1680,9665,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:33.795744+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-009-009,21.0,1260,8477,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:33.990679+00:00,standby,
52110,52110::hospital::001,52110::demand::5211171100,23.3,1398,8481,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:34.063966+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-010-000,29.95,1797,14274,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:34.300224+00:00,standby,
52110,52110::hospital::001,52110::demand::5211171200,22.116666666666667,1327,8095,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:34.343411+00:00,operations,
52110,52110::hospital::001,52110::demand::5211171300,22.833333333333332,1370,8535,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:34.627535+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-010-001,31.866666666666667,1912,12480,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:34.734537+00:00,standby,
52110,52110::hospital::001,52110::demand::5211171400,27.133333333333333,1628,10492,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:34.894567+00:00,operations,
52110,52110::hospital::001,52110::demand::5211173000,22.583333333333332,1355,8291,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:35.152423+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-010-002,31.35,1881,12665,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:35.252103+00:00,standby,
52110,52110::hospital::001,52110::demand::5211352500,13.033333333333333,782,4024,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:35.390170+00:00,operations,
52110,52110::hospital::001,52110::demand::5211354000,5.783333333333333,347,1530,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:35.586319+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-010-003,31.266666666666666,1876,11853,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:35.628007+00:00,standby,
52110,52110::hospital::001,52110::demand::5211355000,9.033333333333333,542,2859,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:35.842564+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-010-004,27.633333333333333,1658,10677,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:35.901224+00:00,standby,
52110,52110::hospital::001,52110::demand::5211356000,9.45,567,2660,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:36.061534+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-010-005,24.883333333333333,1493,9524,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:36.196722+00:00,standby,
52110,52110::hospital::001,52110::demand::5211357000,14.95,897,4933,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:36.306984+00:00,operations,
52110,52110::hospital::001,52110::demand::5211357500,12.283333333333333,737,3888,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:36.508337+00:00,operations,
52110,52110::ambulance_base::003,52110::standby::GRID-1KM-52110-010-008,27.2,1632,10648,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:36.524587+00:00,standby,
52110,52110::hospital::001,52110::demand::5211360000,17.066666666666666,1024,6341,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:36.751298+00:00,operations,
52110,52110::ambulance_base::004,52110::ambulance_base::001,14.15,849,4610,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:36.780421+00:00,standby,
52110,52110::hospital::001,52110::demand::5211361100,3.783333333333333,227,1024,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:36.974602+00:00,operations,
52110,52110::ambulance_base::004,52110::ambulance_base::002,10.983333333333333,659,3990,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:37.029499+00:00,standby,
52110,52110::hospital::001,52110::demand::5211361200,6.9,414,2944,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:37.181497+00:00,operations,
52110,52110::ambulance_base::004,52110::ambulance_base::003,10.516666666666667,631,3501,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:37.246613+00:00,standby,
52110,52110::hospital::001,52110::demand::5211362000,6.916666666666667,415,2810,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:37.391391+00:00,operations,
52110,52110::ambulance_base::004,52110::ambulance_base::005,16.65,999,5840,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:37.502010+00:00,standby,
52110,52110::hospital::001,52110::demand::5211364100,14.066666666666666,844,5799,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:37.620389+00:00,operations,
52110,52110::ambulance_base::004,52110::ambulance_base::006,6.933333333333334,416,2479,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:37.718567+00:00,standby,
52110,52110::hospital::001,52110::demand::5211364200,16.5,990,6726,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:37.860724+00:00,operations,
52110,52110::ambulance_base::004,52110::ambulance_base::007,12.7,762,3846,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:37.951191+00:00,standby,
52110,52110::hospital::001,52110::demand::5211364300,12.15,729,5558,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:38.095883+00:00,operations,
52110,52110::ambulance_base::004,52110::ambulance_base::008,9.433333333333334,566,5005,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:38.222238+00:00,standby,
52110,52110::hospital::001,52110::demand::5211365000,22.05,1323,10649,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:38.351435+00:00,operations,
52110,52110::ambulance_base::004,52110::ambulance_base::009,17.75,1065,8045,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:38.481691+00:00,standby,
52110,52110::hospital::001,52110::demand::5211366500,22.433333333333334,1346,10648,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:38.603982+00:00,operations,
52110,52110::ambulance_base::004,52110::ambulance_base::010,14.216666666666667,853,6974,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:38.753420+00:00,standby,
52110,52110::hospital::001,52110::demand::5211367000,28.7,1722,12831,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:38.886454+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-000-001,18.0,1080,8374,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:39.043495+00:00,standby,
52110,52110::hospital::001,52110::hospital::002,19.466666666666665,1168,6852,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:39.148158+00:00,operations,
52110,52110::hospital::001,52110::hospital::003,8.166666666666666,490,3358,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:39.346685+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-000-002,18.733333333333334,1124,7741,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:39.461012+00:00,standby,
52110,52110::hospital::001,52110::hospital::004,17.933333333333334,1076,5304,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:39.599002+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-000-003,19.266666666666666,1156,7424,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:39.755041+00:00,standby,
52110,52110::hospital::001,52110::hospital::005,10.533333333333333,632,3680,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:39.838096+00:00,operations,
52110,52110::hospital::002,52110::ambulance_base::001,9.816666666666666,589,3042,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:40.050257+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-000-004,17.083333333333332,1025,6475,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:40.089859+00:00,standby,
52110,52110::hospital::002,52110::ambulance_base::002,8.05,483,2848,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:40.285566+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-000-006,14.916666666666666,895,5613,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:40.345369+00:00,standby,
52110,52110::hospital::002,52110::ambulance_base::003,11.3,678,3241,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:40.521820+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-000-008,17.666666666666668,1060,6210,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:40.664856+00:00,standby,
52110,52110::hospital::002,52110::ambulance_base::004,5.816666666666666,349,1952,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:40.726875+00:00,operations,
52110,52110::hospital::002,52110::ambulance_base::005,12.3,738,4272,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:40.990841+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-000-009,16.8,1008,5543,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:41.124666+00:00,standby,
52110,52110::hospital::002,52110::ambulance_base::006,10.416666666666666,625,4034,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:41.236366+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-000-010,16.5,990,7121,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:41.478232+00:00,standby,
52110,52110::hospital::002,52110::ambulance_base::007,15.766666666666667,946,5442,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:41.509303+00:00,operations,
52110,52110::hospital::002,52110::ambulance_base::008,14.166666666666666,850,6499,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:41.763459+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-000-011,17.883333333333333,1073,7739,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:41.828468+00:00,standby,
52110,52110::hospital::002,52110::ambulance_base::009,20.516666666666666,1231,8576,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:42.070562+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-001-001,20.483333333333334,1229,9716,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:42.270554+00:00,standby,
52110,52110::hospital::002,52110::ambulance_base::010,18.1,1086,7914,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:42.328352+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-001-002,17.2,1032,7326,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:42.534262+00:00,standby,
52110,52110::hospital::002,52110::demand::5211151000,8.45,507,2717,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:42.544817+00:00,operations,
52110,52110::hospital::002,52110::demand::5211153000,10.533333333333333,632,2714,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:42.749217+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-001-003,15.05,903,6090,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:42.811530+00:00,standby,
52110,52110::hospital::002,52110::demand::5211160500,13.383333333333333,803,3820,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:43.014173+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-001-004,14.916666666666666,895,5398,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:43.088623+00:00,standby,
52110,52110::hospital::002,52110::demand::5211163500,6.433333333333334,386,1816,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:43.226509+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-001-007,11.25,675,4152,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:43.337144+00:00,standby,
52110,52110::hospital::002,52110::demand::5211165000,10.75,645,3205,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:43.482682+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-001-008,12.716666666666667,763,4486,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:43.586912+00:00,standby,
52110,52110::hospital::002,52110::demand::5211166000,10.833333333333334,650,3425,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:43.720121+00:00,operations,
52110,52110::hospital::002,52110::demand::5211167100,0.25,15,75,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:43.925342+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-001-009,16.333333333333332,980,6072,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:44.001390+00:00,standby,
52110,52110::hospital::002,52110::demand::5211167200,6.016666666666667,361,1541,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:44.147186+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-001-010,12.683333333333334,761,5909,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:44.272777+00:00,standby,
52110,52110::hospital::002,52110::demand::5211168000,8.8,528,2609,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:44.371942+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-001-011,18.516666666666666,1111,9525,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:44.538407+00:00,standby,
52110,52110::hospital::002,52110::demand::5211169100,10.516666666666667,631,3797,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:44.625669+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-002-001,15.983333333333333,959,7838,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:44.807361+00:00,standby,
52110,52110::hospital::002,52110::demand::5211169200,9.5,570,3273,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:44.832103+00:00,operations,
52110,52110::hospital::002,52110::demand::5211170100,6.883333333333334,413,2430,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:45.037351+00:00,operations,
52110,52110::hospital::002,52110::demand::5211170200,9.733333333333333,584,3248,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:45.235284+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-002-002,19.016666666666666,1141,9015,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:45.279309+00:00,standby,
52110,52110::hospital::002,52110::demand::5211170300,11.05,663,3462,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:45.490162+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-002-003,13.616666666666667,817,5685,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:45.513241+00:00,standby,
52110,52110::hospital::002,52110::demand::5211171100,4.8,288,1328,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:45.716311+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-002-005,10.65,639,3852,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:45.765417+00:00,standby,
52110,52110::hospital::002,52110::demand::5211171200,5.8,348,1892,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:45.938254+00:00,operations,
52110,52110::ambulance_base::004,52110::standby::GRID-1KM-52110-002-006,8.366666666666667,502,2798,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:45.994527+00:00,standby,
52110,52110::hospital::002,52110::demand::5211171300,7.9,474,2823,Kakao Mobility Directions API,RECOMMEND,2026-09-11T01:27:46.165735+00:00,operations,
