municipality_code,origin_id,destination_id,duration_minutes,duration_seconds,distance_meters,routing_provider,routing_profile,collected_at
41280,41280::ambulance_base::001,41280::hospital::001,17.933333333333334,1076,12249,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:06.969884+00:00
41280,41280::ambulance_base::001,41280::hospital::002,12.716666666666667,763,5824,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:07.282208+00:00
41280,41280::ambulance_base::001,41280::hospital::003,6.766666666666667,406,2207,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:07.577998+00:00
41280,41280::ambulance_base::001,41280::hospital::004,21.05,1263,9354,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:07.974104+00:00
41280,41280::ambulance_base::001,41280::hospital::005,9.35,561,3310,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:08.274433+00:00
41280,41280::ambulance_base::001,41280::hospital::006,18.933333333333334,1136,13445,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:08.645197+00:00
41280,41280::ambulance_base::001,41280::hospital::007,13.4,804,10670,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:08.984762+00:00
41280,41280::ambulance_base::002,41280::hospital::001,26.066666666666666,1564,12075,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:09.362994+00:00
41280,41280::ambulance_base::002,41280::hospital::002,16.1,966,12759,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:09.743655+00:00
41280,41280::ambulance_base::002,41280::hospital::003,19.566666666666666,1174,8990,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:10.085278+00:00
41280,41280::ambulance_base::002,41280::hospital::004,22.65,1359,10699,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:10.423851+00:00
41280,41280::ambulance_base::002,41280::hospital::005,17.633333333333333,1058,7789,Kakao Mobility Directions API,RECOMMEND,2026-09-10T01:52:10.751636+00:00
