candidate_id,candidate_name,municipality_code,road_address,latitude,longitude,candidate_source,land_feasibility_status,coordinate_source,matched_address,kakao_place_id,geocoding_status,routing_status
MOHW-20251231-41590-001,궁평보건진료소,41590,경기도 화성시 서신면 궁평항로 1419 (궁평보건지소) 궁평보건진료소,37.1427447539899,126.701806214759,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 화성시 만세구 서신면 궁평항로 1419,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41590-002,기천보건진료소,41590,경기도 화성시 팔탄면 아랫사내길 66-8 기천보건진료소,37.1781518969059,126.909338343958,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 화성시 만세구 팔탄면 아랫사내길 66-8,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41590-003,남양보건지소,41590,경기도 화성시 남양읍 남양시장로 25-2 (남양보건지소) 남양보건지소,37.2087071767128,126.811836920759,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 화성시 만세구 남양읍 남양시장로 25-2,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41590-004,마도보건지소,41590,"경기도 화성시 마도면 마도북로 389, 가동 (마도면 행정복지센터) 마도보건지소",37.2054853666847,126.769643534618,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 화성시 만세구 마도면 마도북로 389,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41590-005,매송보건지소,41590,경기도 화성시 매송면 매송로 43 (매송면 행정복지센터) 매송보건지소,37.2523506934392,126.909102753715,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 화성시 효행구 매송면 매송로 43,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41590-006,매향보건진료소,41590,경기도 화성시 우정읍 기아자동차로 221-6 (매향보건진료소) 매향보건진료소,37.0492746424583,126.765324136675,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 화성시 만세구 우정읍 기아자동차로 221-6,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41590-007,문학보건진료소,41590,경기도 화성시 효행구 정남면 문학로 84 (문학리 보건진료소) 문학보건지소,37.1510710796897,126.97312700036,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 화성시 효행구 정남면 문학로 84,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41590-008,비봉보건지소,41590,"경기도 화성시 비봉면 비봉로71번길 1, 본관동 (비봉면 행정복지센터) 비봉보건지소",37.2356571162611,126.873886810654,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 화성시 효행구 비봉면 비봉로71번길 1,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41590-009,사창보건진료소,41590,경기도 화성시 양감면 사창길 18-18 사창보건진료소,37.0929458517403,126.96962021997,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 화성시 만세구 양감면 사창길 18,,verified_municipality_match,pending_kakao_api
MOHW-20251231-41590-010,서근보건진료소,41590,경기도 화성시 팔탄면 대평안길 6 (서근보건진료소) 서근보건진료소,37.1314824269542,126.84351393892,https://www.data.go.kr/data/3072692/fileData.do,requires_planning_review_existing_public_health_facility,kakao_local_address_search,경기 화성시 만세구 팔탄면 대평안길 6,,verified_municipality_match,pending_kakao_api
