administrative_code,administrative_name,municipality_code,population,households,latitude,longitude,coordinate_source,matched_address,kakao_place_id,geocoding_status,demand_rate_status,coordinate_reference_url,coordinate_basis
4159125000,경기도 화성시 만세구 우정읍,41590,16490,9264,37.089819974630736,126.81531243052132,kakao_administrative_office_representative_proxy,경기 화성시 만세구 우정읍 쌍봉로 109-14,8026311,verified_municipality_match,pending_119_activity_api,,
4159125300,경기도 화성시 만세구 향남읍,41590,84720,41283,37.132431267331434,126.92034398611185,kakao_administrative_office_representative_proxy,경기 화성시 만세구 향남읍 발안로 89,8615360,verified_municipality_match,pending_119_activity_api,,
4159125600,경기도 화성시 만세구 남양읍,41590,60486,30233,37.19302033138873,126.82131909197336,kakao_administrative_office_representative_proxy,경기 화성시 만세구 남양읍 화성시청역로 36,26308360,verified_municipality_match,pending_119_activity_api,,
4159131000,경기도 화성시 만세구 마도면,41590,6417,3884,37.2054737239544,126.769633656942,kakao_administrative_office_representative_proxy,경기 화성시 만세구 마도면 마도북로 389,7854223,verified_municipality_match,pending_119_activity_api,,
4159132000,경기도 화성시 만세구 송산면,41590,10145,5528,37.21780355079352,126.73915925735459,kakao_administrative_office_representative_proxy,경기 화성시 만세구 송산면 매봉산길 12,9163009,verified_municipality_match,pending_119_activity_api,,
4159133000,경기도 화성시 만세구 서신면,41590,6935,4053,37.16657102257217,126.70873332358575,kakao_administrative_office_representative_proxy,경기 화성시 만세구 서신면 궁평항로 1702,7940968,verified_municipality_match,pending_119_activity_api,,
4159134000,경기도 화성시 만세구 팔탄면,41590,9129,5832,37.1622647424827,126.904852591928,kakao_administrative_office_representative_proxy,경기 화성시 만세구 팔탄면 구장길 14,8134201,verified_municipality_match,pending_119_activity_api,,
4159135000,경기도 화성시 만세구 장안면,41590,9207,5223,37.07976538397469,126.83132783048107,kakao_administrative_office_representative_proxy,경기 화성시 만세구 장안면 포승장안로 1460-7,8072561,verified_municipality_match,pending_119_activity_api,,
4159136000,경기도 화성시 만세구 양감면,41590,3639,2281,37.081562303202865,126.94549606154614,kakao_administrative_office_representative_proxy,경기 화성시 만세구 양감면 초록로 7,27409304,verified_municipality_match,pending_119_activity_api,,
4159151000,경기도 화성시 만세구 새솔동,41590,27054,9090,37.28127640395433,126.81869080577287,kakao_administrative_office_representative_proxy,경기 화성시 만세구 수노을중앙로 178,646284787,verified_municipality_match,pending_119_activity_api,,
4159325000,경기도 화성시 효행구 봉담읍,41590,112645,47807,37.22006682467144,126.94954170852772,kakao_administrative_office_representative_proxy,경기 화성시 효행구 봉담읍 샘마을1길 7,10382907,verified_municipality_match,pending_119_activity_api,,
4159331000,경기도 화성시 효행구 매송면,41590,6139,3381,37.25233529513563,126.90911517123145,kakao_administrative_office_representative_proxy,경기 화성시 효행구 매송면 매송로 43,7869280,verified_municipality_match,pending_119_activity_api,,
4159332000,경기도 화성시 효행구 비봉면,41590,16613,8824,37.23517363720087,126.87340089596775,kakao_administrative_office_representative_proxy,경기 화성시 효행구 비봉면 비봉로71번길 1,7922054,verified_municipality_match,pending_119_activity_api,,
4159333000,경기도 화성시 효행구 정남면,41590,10088,5866,37.16015308305107,126.97105532829292,kakao_administrative_office_representative_proxy,경기 화성시 효행구 정남면 서봉로 998,27583781,verified_municipality_match,pending_119_activity_api,,
4159351000,경기도 화성시 효행구 기배동,41590,15474,6095,37.224391702598055,126.98467595639282,kakao_administrative_office_representative_proxy,경기 화성시 효행구 기안남로 62,8204858,verified_municipality_match,pending_119_activity_api,,
4159551000,경기도 화성시 병점구 진안동,41590,50300,23814,37.21332355396025,127.03495849988961,kakao_administrative_office_representative_proxy,경기 화성시 병점구 병점4로 34,8087134,verified_municipality_match,pending_119_activity_api,,
4159552000,경기도 화성시 병점구 병점1동,41590,36306,16127,37.20687042650235,127.03727387510142,kakao_administrative_office_representative_proxy,경기 화성시 병점구 경기대로1010번길 11,7896216,verified_municipality_match,pending_119_activity_api,,
4159553000,경기도 화성시 병점구 병점2동,41590,21974,8793,37.211478252670176,127.04302167810036,kakao_administrative_office_representative_proxy,경기 화성시 병점구 병점3로 99,7891789,verified_municipality_match,pending_119_activity_api,,
4159554000,경기도 화성시 병점구 반월동,41590,37273,13334,37.23307230189894,127.06059325310655,kakao_administrative_office_representative_proxy,경기 화성시 병점구 영통로61번길 32,7887227,verified_municipality_match,pending_119_activity_api,,
4159555000,경기도 화성시 병점구 화산동,41590,29329,13839,37.20603197840482,127.01483255838694,kakao_administrative_office_representative_proxy,경기 화성시 병점구 화산중앙로 16,10969598,verified_municipality_match,pending_119_activity_api,,
4159751000,경기도 화성시 동탄구 동탄1동,41590,49967,20900,37.20652107218093,127.07191589378853,kakao_administrative_office_representative_proxy,경기 화성시 동탄구 동탄반석로 195,7851654,verified_municipality_match,pending_119_activity_api,,
4159752000,경기도 화성시 동탄구 동탄2동,41590,33626,11796,37.19685250037288,127.07239105558479,kakao_administrative_office_representative_proxy,경기 화성시 동탄구 동탄반석로 87,7844843,verified_municipality_match,pending_119_activity_api,,
4159753000,경기도 화성시 동탄구 동탄3동,41590,39862,17490,37.209872960499055,127.05889613581463,kakao_administrative_office_representative_proxy,경기 화성시 동탄구 동탄지성로 151,8280281,verified_municipality_match,pending_119_activity_api,,
4159754000,경기도 화성시 동탄구 동탄4동,41590,52587,16846,37.1996650027381,127.112414729074,kakao_administrative_office_representative_proxy,경기 화성시 동탄구 청계동 530,26428482,verified_municipality_match,pending_119_activity_api,,
4159755000,경기도 화성시 동탄구 동탄5동,41590,47862,21551,37.21024471012624,127.10400828170255,kakao_administrative_office_representative_proxy,경기 화성시 동탄구 동탄영천로 84,291710556,verified_municipality_match,pending_119_activity_api,,
4159756000,경기도 화성시 동탄구 동탄6동,41590,47020,20283,37.19150873208225,127.09022621025531,kakao_administrative_office_representative_proxy,경기 화성시 동탄구 동탄감배산로 54,1839298450,verified_municipality_match,pending_119_activity_api,,
4159757000,경기도 화성시 동탄구 동탄7동,41590,57473,22660,37.17054839092533,127.1104574389827,kakao_administrative_office_representative_proxy,경기 화성시 동탄구 동탄대로8길 36,1702966649,verified_municipality_match,pending_119_activity_api,,
4159758000,경기도 화성시 동탄구 동탄8동,41590,40527,14819,37.1622994289759,127.1052755543494,kakao_administrative_office_representative_proxy,경기 화성시 동탄구 동탄대로 87,1796158820,verified_municipality_match,pending_119_activity_api,,
